bd_id_1,bd_id_2,end_time,entity,jobcode,lot_num_1,lot_num_2,number,start_time
ACD054TN1002B,AAW048TP1008B,327.000000,BB211,MC,R07CDAF01,R07AWBK39,BB211_1,243.000000
AAW048TP1024D,AAW048TP1008B,380.750022,BB213,MC,R07AWB515,R07AWBM23,BB213_1,296.750022
AAW048TP1041B,AMS078EN1001A,1521.485008,BB214,"CWN,SC",R07AWC546,R07MSH807,BB214_3,1401.485008
ANV345XTB029A,AAW048TP1008B,-168.000000,BB218,MC,R04NVCJ02,R07AWBK34,BB218_1,-252.000000
ACD054TN1002B,AAW048TP1008B,1070.747205,BB219,"CWN,SC",R07CDAG10,R07AWCQ37,BB219_2,950.747205
AAW048TP1024D,AAW048TP1008B,60.000000,BB220,MC,R07AWB520,R07AWBK30,BB220_1,-24.000000
AAW048TP1024D,AAW048TP1008B,163.000000,BB222,MC,R07AWB522,R07AWBP08,BB222_1,79.000000
AAW048TP1024D,AAW048TP1008B,319.000000,BB224,MC,R07AWB514,R07AWBP10,BB224_1,235.000000
ACD054TN1002B,AAW048TP1008B,747.000000,BB226,MC,R07CDAG09,R07AWBP06,BB226_1,663.000000
ACD054TN1002B,AAW048TP1008B,609.000000,BB228,MC,R07CDAG04,R07AWBP13,BB228_1,525.000000
ABU024XJ6003A,AMS078EN1001A,2014.627612,BB229,"CWN,SC",R07VGAH01,R07MSHA09,BB229_2,1894.627612
AMS096EC3001B,ANV345XTG002A,3090.878140,BB231,"CWN,SC",R08MSK706,R03NVBK06,BB231_3,2970.878140
ANV345XTB029A,AAW048TP1008B,-1339.000000,BB232,MC,R04NVCJ03,R07AWBK35,BB232_1,-1423.000000
AAW048TP1041B,AAW048TP1008B,857.242504,BB234,MC,R07AWC545,R07AWBM41,BB234_2,773.242504
AAW024XJ6010B,AAW048TP1008B,84.000000,BB235,MC,,R07AWBM21,BB235_1,0.000000
ABU086TA1007A,BU054MF1002A,934.811056,BB441,"CWN,SC",R07BUA407,R07BUC708,BB441_2,814.811056
AUL086TA1003A,AMS078EN1001A,1402.019117,BB442,"CWN,SC",R05ULA115,R07MSHP09,BB442_2,1282.019117
AYZ096EI1002A,AAB178NN2001A,84.000000,BB443,MC,R07YZAY10,R07ABLG04,BB443_1,0.000000
AAW052XY1002A,ABU096EF2002A,314.000000,BB444,MC,R07AWC805,R07BUBN03,BB444_1,230.000000
ANV132X2C047A,ABU078EA1001A,120.000000,BB447,"CWN,SC",,R07BUBS04,BB447_1,0.000000
ABU078EA1001A,AMS078EN1001A,3954.816765,BB447,"CWN,SC",R07BUCT03,R07MSHQ05,BB447_9,3834.816765
AMS048TW1058A,AAB066TN1003A,84.000000,BB449,MC,R07MSFY02,R07ABKZ02,BB449_1,0.000000
AAB096EL1003A,AMS078EN1001A,829.386560,BB451,"CWN,SC",R08ABAN01,R07MSHM09,BB451_2,709.386560
AAW048TP1024D,AAB054TN1004A,84.000000,BB452,MC,,R07ABHJ10,BB452_1,0.000000
ANV132X2C047A,ALW078EP1001A,-36.000000,BB454,"CWN,SC",R07NVFE45,R07LWC601,BB454_1,-156.000000
ALW078EP1001A,ABU048MA7004A,1015.908405,BB454,"CWN,SC",R07LWBB01,R07BUBG02,BB454_3,895.908405
ABU048MA7004A,AAB054TN1004A,1647.960470,BB454,"CWN,SC",R07BUBG02,R07ABHK14,BB454_4,1527.960470
AAB054TN1004A,ABU078EA1001A,2485.419469,BB454,"CWN,SC",R07ABHK14,R07BUCS03,BB454_5,2365.419469
AAW052XY1002A,AAW024MA6022C,120.000000,BB456,"CWN,SC",R07AWAR01,R07AWCX01,BB456_1,0.000000
AAW024MA6022C,BU060MV1004A,1150.108172,BB456,"CWN,SC",R07AWCX01,R07BUC406,BB456_2,1030.108172
BU060MV1004A,BU054MF1002A,1951.091220,BB456,SC,R07BUC404,R07BUC702,BB456_4,1861.091220
AAB096EL1003A,BU054MF1002A,120.000000,BB458,"CWN,SC",,R07BUC704,BB458_1,0.000000
BU054MF1002A,ABU078EA1001A,2034.904579,BB458,"CWN,SC",R07BUC710,R07BUBT04,BB458_3,1914.904579
