bd_id_1,bd_id_2,end_time,entity,jobcode,lot_num_1,lot_num_2,number,start_time
ACD054TN1002B,AAW048TP1008B,327.000000,BB211,MC,R07CDAF01,R07AWBK30,BB211_1,243.000000
AAW048TP1024D,AAW048TP1008B,380.750022,BB213,MC,R07AWB515,R07AWBP29,BB213_1,296.750022
AAW048TP1041B,AAW048TP1008B,1485.485008,BB214,MC,R07AWC546,R07AWBM26,BB214_3,1401.485008
AAW048TP1041B,AAW048TP1008B,851.242504,BB216,MC,R07AWC544,R07AWBQ43,BB216_2,767.242504
ANV345XTB029A,ALW078EP1001A,-132.000000,BB218,"CWN,SC",R04NVCJ02,R07LWBV01,BB218_1,-252.000000
ALW078EP1001A,ANV345XTG002A,829.826533,BB218,"CWN,SC",R07LWC301,R03NVBK06,BB218_3,709.826533
ANV345XTG002A,ABU096EA1001A,1613.642554,BB218,"CWN,SC",R03NVBK06,R07BUBE05,BB218_4,1493.642554
ABU096EA1001A,AMS096EF2001A,2106.580627,BB218,"CWN,SC",R07BUBE05,R07MSJ105,BB218_5,1986.580627
AAW048TP1024D,ANV345XTG002A,96.000000,BB220,"CWN,SC",R07AWB520,R03NVBK14,BB220_1,-24.000000
ANV345XTG002A,AMS096EF2001A,878.825251,BB220,"CWN,SC",R03NVBK14,R07MSJ305,BB220_2,758.825251
AAW048TP1024D,AAW048TP1008B,163.000000,BB222,MC,R07AWB522,R07AWBM28,BB222_1,79.000000
AMS096EC3001B,AAW048TP1008B,3943.337121,BB223,"CWN,SC",R08MSK805,R07AWBQ04,BB223_5,3823.337121
AAW048TP1024D,AMS078EN1001A,319.000000,BB224,MC,R07AWB514,R07MSHK07,BB224_1,235.000000
ACD054TN1002B,AAW048TP1008B,747.000000,BB226,MC,R07CDAG09,R07AWCQ12,BB226_1,663.000000
ANV345XTG001A,AAW048TP1008B,1140.611599,BB227,"CWN,SC",R03NVBN07,R07AWBQ26,BB227_3,1020.611599
ACD054TN1002B,AAW048TP1008B,609.000000,BB228,MC,R07CDAG04,R07AWCQ23,BB228_1,525.000000
ABU024XJ6003A,ANV345XTG002A,2014.627612,BB229,"CWN,SC",R07VGAH01,R03NVBK02,BB229_2,1894.627612
ANV345XTG002A,AAW048TP1008B,4233.277726,BB230,"CWN,SC",R03NVBK09,R07AWC728,BB230_7,4113.277726
ANV345XTB029A,ABU024XJ8004A,-1303.000000,BB232,"CWN,SC",R04NVCJ03,R07VGAR01,BB232_1,-1423.000000
ABU024XJ8004A,AMS096EF2001A,1288.907510,BB232,"CWN,SC",R07VGAP01,R07MSI704,BB232_3,1168.907510
AAW048TP1041B,AAW048TP1008B,857.242504,BB234,MC,R07AWC545,R07AWBM46,BB234_2,773.242504
AAW024XJ6010B,ALW078EP1001A,84.000000,BB235,MC,,R07LWB501,BB235_1,0.000000
AYZ096EI1002A,AAB178NN2001A,84.000000,BB443,MC,R07YZAY10,R07ABLG04,BB443_1,0.000000
ANV132X2C047A,ABU060NL3002A,90.000000,BB447,SC,,R07BUB808,BB447_1,0.000000
ABU060NL3002A,BU060MV1004A,2665.062354,BB447,SC,R07BUB806,R07BUC402,BB447_4,2575.062354
BU060MV1004A,AAB178NN2001A,3972.828317,BB447,"CWN,SC",R07BUC405,R07ABLG16,BB447_6,3852.828317
AAB178NN2001A,BU054MF1002A,7360.155347,BB447,"CWN,SC",R07ABLG15,R07BUC704,BB447_9,7240.155347
AMS048TW1058A,AAB066TN1003A,84.000000,BB449,MC,R07MSFY02,R07ABKZ02,BB449_1,0.000000
AAB096EL1003A,AMS078EN1001A,829.386560,BB451,"CWN,SC",R08ABAN01,R07MSHQ04,BB451_2,709.386560
AAW048TP1024D,BU060MV1004A,120.000000,BB452,"CWN,SC",,R07BUC401,BB452_1,0.000000
BU060MV1004A,ABU060NL3002A,998.882982,BB452,SC,R07BUC401,R07BUB703,BB452_2,908.882982
ABU060NL3002A,ABU096EF2002A,2314.500850,BB452,"CWN,SC",R07BUB901,R07BUBM05,BB452_4,2194.500850
ANV132X2C047A,ABU024MA6002B,-36.000000,BB454,"CWN,SC",R07NVFE45,R07BUCH01,BB454_1,-156.000000
ABU024MA6002B,AAW048TP1034C,848.796857,BB454,"CWN,SC",R07BUCH01,R08AWBC01,BB454_2,728.796857
AAW048TP1034C,ACS054TS1008A,972.299929,BB454,"CWN,SC",R08AWBC01,R07CSE202,BB454_3,852.299929
ACS054TS1008A,AAW048TP1034C,1919.411978,BB454,"CWN,SC",R07CSE101,R07AWCC01,BB454_5,1799.411978
AAW048TP1034C,ABU060NL3002A,2417.743733,BB454,"CWN,SC",R07AWCC01,R07BUB602,BB454_6,2297.743733
ABU060NL3002A,ABU060C32001D,3728.149413,BB454,"CWN,SC",R07BUB801,R07BUCI01,BB454_8,3608.149413
ABU060C32001D,ABU096EA1001A,5987.052079,BB454,"CWN,SC",R07BUCG05,R07BUBE03,BB454_12,5867.052079
AAW052XY1002A,AAW024MA6022C,84.000000,BB456,MC,R07AWAR01,R07AWCX01,BB456_1,0.000000
AAB096EL1003A,BU054MF1002A,120.000000,BB458,"CWN,SC",,R07BUC904,BB458_1,0.000000
BU054MF1002A,AAB054TN1005A,2140.398232,BB458,"CWN,SC",R07BUC909,R07ABL712,BB458_3,2020.398232
AMS048TW1058A,AAB066TN1003A,84.000000,BB462,MC,R07MSFY03,R07ABKZ01,BB462_1,0.000000
AAW048TP1024D,BU054MF1002A,215.000000,BB465,MC,R07AWB516,R07BUC701,BB465_1,131.000000
ANV132X2C047A,AAB054TN1005A,119.000000,BB467,"CWN,SC",R07NVF943,R07ABL707,BB467_1,-1.000000
AAB054TN1005A,AAB178NN2001A,1663.652344,BB467,"CWN,SC",R07ABFT26,R07ABLG05,BB467_3,1543.652344
AAB178NN2001A,ABU078EA1001A,4101.186990,BB467,"CWN,SC",R07ABLG03,R07BUBT04,BB467_5,3981.186990
ABU078EA1001A,AMS096EF2001A,6590.732092,BB467,"CWN,SC",R07BUBS04,R07MSIZ01,BB467_9,6470.732092
AB054NB2002A,AMS078EN1001A,-143.000000,BB470,"CWN,SC",R07ABGY07,R07MSHI07,BB470_1,-263.000000
AMS078EN1001A,AMS096EF2001A,2171.317620,BB470,"CWN,SC",R07MSGV08,R07MSJ205,BB470_3,2051.317620
AMS096EF2001A,ABU096EA1001A,8722.384099,BB470,"CWN,SC",R07MSIZ04,R07BUBE02,BB470_7,8602.384099
AYZ096EI1002A,ABU096EF2002A,84.000000,BB474,MC,,R07BUBN01,BB474_1,0.000000
AAW048TP1024D,AAB054TN1004A,323.000000,BB476,MC,R07AWB513,R07ABHJ10,BB476_1,239.000000
ANV132X2C047A,ALW078EP1001A,114.000000,BB479,"CWN,MC",,R07LWBM01,BB479_1,0.000000
ALW078EP1001A,AMS096EF2001A,2864.331599,BB479,"CWN,SC",R07LWB202,R07MSIR02,BB479_3,2744.331599
