bd_id_1,bd_id_2,end_time,entity,jobcode,lot_num_1,lot_num_2,number,start_time
ABU096EA1001A,AOK048TV1029A,1443.457592,BB216,"CWN,SC,CSC",R19BUAC03,R18OKAA09,BB216_3,1233.457592
AOK048TV1029A,AMS078EN1001A,4876.419392,BB216,"CWN,SC,CSC",R18OKAA06,R19MSDR08,BB216_7,4666.419392
AMS078EN1001A,AAW048TP1008B,7004.538750,BB216,"CWN,SC,CSC",R19MSEE01,R19AWAK25,BB216_9,6794.538750
ABU096EA1001A,AMS096EC3001B,1277.451016,BB218,"CWN,SC,CSC",R19BUAC01,R19MSD503,BB218_2,1067.451016
AMS096EC3001B,AOK048TV1029A,4287.329156,BB218,"CWN,SC,CSC",R19MSD502,R18OKA915,BB218_4,4077.329156
AOK048TV1029A,AMS096EC3001B,8254.094004,BB218,"CWN,SC,CSC",R18OKAA07,R19MSG801,BB218_9,8044.094004
ABU096EA1001A,AOK048TV1029A,1438.451016,BB224,"CWN,SC,CSC",R19BUAC02,R18OKA913,BB224_2,1228.451016
AOK048TV1029A,ABU024XJ6003A,4065.672366,BB224,"CWN,SC,CSC",R18OKAA08,R18VGBJ02,BB224_5,3855.672366
ABU024XJ6003A,AMS078EP1001A,5789.846186,BB224,"CWN,SC,CSC",R18VGBJ02,R19MSG101,BB224_6,5579.846186
AMS078EP1001A,AMS096EC3001B,9169.844135,BB224,"CWN,SC,CSC",R19MSFW03,R19MSEN08,BB224_8,8959.844135
AAB060NR2002A,AAB162KE1010A,6153.997476,BB447,"CWN,EU,SC,CSC",R19ABCJ01,R18ABC711,BB447_6,5823.997476
AAB162KE1010A,AMS078EN1005A,8393.049777,BB447,"CWN,SC,CSC",R18ABC707,R19MSA603,BB447_8,8183.049777
AAB178NN2001A,ANV048TR2008B,3323.686080,BB448,"CWN,SC,CSC",R19ABDY12,R18NVUE18,BB448_3,3113.686080
ANV048TR2008B,AMS078EN1005A,3773.686080,BB448,"CWN,EU,SC,CSC",R18NVUE15,R19MSA608,BB448_5,3443.686080
AMS078EN1005A,AMS096EC3001B,6667.003080,BB448,"CWN,SC,CSC",R19MSA709,R19MSG808,BB448_7,6457.003080
AMS096EC3001B,AAB054TN1002A,11151.231127,BB448,"CWN,SC,CSC",R19MSD307,R19ABB706,BB448_11,10941.231127
AMS078EN1006A,AYZ084CC2004A,174.000000,BB451,"MC,CSC",R18MSMF04,R19YZA301,BB451_1,0.000000
AAB096EF3001A,AMS078EN1001A,2068.241659,BB457,"CWN,SC,CSC",R19ABG208,R19MSE206,BB457_3,1858.241659
AAB096EF3001A,AMS096EC3001B,1359.263154,BB458,"CWN,SC,CSC",R19ABG206,R19MSBE03,BB458_2,1149.263154
AMS096EC3001B,AMS078C93001B,5245.042361,BB458,"CWN,SC,CSC",R19MSEM08,R19MSGF02,BB458_5,5035.042361
AMS078C93001B,AMS078EP1001A,7192.865896,BB458,"CWN,MC,CSC",R19MSGF02,R19MSFX03,BB458_6,6988.865896
AAB178NN2001A,AMS078EN1001A,3586.686080,BB461,"CWN,SC,CSC",R19ABDY13,R19MSDW01,BB461_3,3376.686080
AAB096EL1019A,AMS078EN1005A,8592.443275,BB462,"CWN,SC,CSC",R19ABDL05,R19MSA516,BB462_6,8382.443275
ARK078EP1001B,AAW024MAA006A,210.000000,BB463,"CWN,SC,CSC",,R19AWBN01,BB463_1,0.000000
AAW024MAA006A,AMS078EN1005A,2706.034795,BB463,"CWN,EU,SC,CSC",R19AWCV02,R19MSA614,BB463_7,2376.034795
AMS078EN1005A,AMS078EP1001A,5584.371810,BB463,"CWN,MC,CSC",R19MSA606,R19MSJC01,BB463_9,5380.371810
AMS078EP1001A,AAB162KE1002A,10025.546652,BB463,"CWN,SC,CSC",R19MSFX04,R18ABBV05,BB463_12,9815.546652
AAB162KE1002A,AMS096EC3001B,12256.659781,BB463,"CWN,SC,CSC",R18ABBV09,R19MSG803,BB463_14,12046.659781
AAB178NN2001A,AMS078EP1001A,2576.032478,BB466,"CWN,SC,CSC",R19ABDY07,R19MSFZ04,BB466_3,2366.032478
AMS078EP1001A,AAB054TN1002A,4397.825556,BB466,"CWN,SC,CSC",R19MSJC04,R19ABAJ07,BB466_5,4187.825556
AAB054TN1002A,AMS048TW1046A,5235.543862,BB466,"CWN,SC,CSC",R19ABAJ07,R19MSGL02,BB466_6,5025.543862
AMS048TW1046A,AQW090MV1016A,8418.379096,BB466,"CWN,SC,CSC",R19MSGK09,R19QWA301,BB466_15,8208.379096
AAB178NN2001A,AMS078EN1001A,3606.686080,BB471,"CWN,SC,CSC",R19ABDY14,R19MSEE02,BB471_3,3396.686080
AAW064MR1004A,AMS048TW1020A,210.000000,BB472,"CWN,SC,CSC",R18AWC403,R19MSGJ01,BB472_1,0.000000
AMS048TW1020A,AAB162KE1006A,2013.698509,BB472,"CWN,SC,CSC",R19MSGJ05,R18ABBH10,BB472_6,1803.698509
