bom_id,oper,part_id,qty
IA000064,3720,1011CA273A,0.008
IA000074,2021,1071F28502,0.059
IA000074,3720,1011CA278A,0.008
IA000060,3720,1011CA265A,0.008
IA000097,3720,1011CA308A,0.008
IA000112,3720,1011CA312A,0.008
Y3012603,2300,10819240H5,0.000
Y3012603,2070,120100153A,0.000
Y3012603,3720,1011CA295A,0.014
Y3012603,2070,1241FAC26S,0.000
OL014602,2070,120100167A,0.000
OL014602,2300,108192HF36,0.000
OL014602,3720,1011CA296A,0.014
OL014602,2070,1241FAC26S,0.000
YU020603,2070,1071F76004,0.000
YU020603,2200,1091A08T41,0.000
YU020603,2300,108192HF36,0.000
YU020603,2070,120100185B,0.000
YU020603,3720,1011CA176A,0.014
Y1012604,2070,120100158A,0.000
Y1012604,2070,1071P10764,0.000
Y1012604,2200,1091A08T41,0.000
Y1012604,2300,1081G700L1,0.000
Y1012604,3720,1011CA104A,0.014
IA000031,3720,1011CA232B,0.008
OK008601,2300,10819240H5,0.000
OK008601,2070,120100022A,0.000
OK008601,3720,1011CA254A,0.014
OK008601,2070,1241FAC26S,0.000
OF016603,2300,108192HF36,0.000
OF016603,2070,120100169A,0.000
OF016603,3720,1011CA214A,0.014
OF016603,2070,1241FAC26S,0.000
YU020604,2070,1071F76004,0.000
YU020604,2200,1091A08T41,0.000
YU020604,2300,108192HF36,0.000
YU020604,2070,120100185B,0.000
YU020604,3720,1011CA176A,0.014
YU020611,2070,1071F76004,0.000
YU020611,2200,1091A08T41,0.000
YU020611,2300,108192HF36,0.000
YU020611,2070,120100185B,0.000
YU020611,3720,1011CA176A,0.014
IA000015,3720,1011CA201B,0.008
IA000013,3720,1011CA190A,0.027
YK008646,2070,120101106A,0.000
YK008646,2070,1071P10764,0.000
YK008646,2200,1091A08T41,0.000
YK008646,2300,108192HF42,0.000
YK008646,2410,1011CA106A,0.014
Y7008602,2300,108192HF36,0.000
Y7008602,2070,120100009A,0.000
Y7008602,3720,1011CA180A,0.014
Y7008602,2070,1241FAC26S,0.000
IA000090,3720,1011CA235A,0.008
IA000121,3720,1011CA326A,0.008
IA000140,3720,1011CA349A,0.008
YK010634,2070,120101109A,0.000
YK010634,2070,1071P10764,0.000
YK010634,2200,1091A08T41,0.000
YK010634,2300,108192HF42,0.000
YK010634,3720,1011CA106A,0.014
D5016050,2052,1221C20008,4000.000
D5016050,2052,1221C20005,2000.000
D5016050,2070,121101809A,1000.000
D5016050,2430,1011TR588B,11.224
D5016050,2070,1071F76004,0.082
D5016050,2130,1071F76004,0.951
D5016050,2200,1091A07T41,214.964
D5016050,2300,1081G1250B,0.471
D5016050,2052,1101T70525,8.680
D5016050,2052,SUBMATSAW016,1000.000
D5016050,2070,SUBMATWAW097,1000.000
D5016050,2130,SUBMATWAW098,1000.000
IA000050,3720,1011CA246A,0.016
2J028035,2300,1081A381C1,0.203
6A008191,2052,1221C20040,6000.000
6A008191,2070,121101916A,1000.000
6A008191,2434,1011TR727A,9.167
6A008191,2070,1071F350L1,0.040
6A008191,2130,1071F76001,1.008
6A008191,2200,1091A06C41,78.844
6A008191,2300,1081E770A1,0.297
6A008191,2052,1101T70525,8.680
6A008191,2052,SUBMATSNV296,1000.000
6A008191,2070,SUBMATWNV419,1000.000
6A008191,2130,SUBMATWNV207,1000.000
Y3012604,2300,10819240H5,0.000
Y3012604,2070,120100155A,0.000
Y3012604,3720,1011CA295A,0.014
Y3012604,2070,1241FAC26S,0.000
TS054044,2070,120100598A,1000.000
TS054044,2430,1011TR028A,10.500
TS054044,2070,1071P49001,1.150
TS054044,2200,1091A07T21,117.464
TS054044,2300,108192HF25,0.720
TS054044,2410,1231BAS00A,0.070
IA000065,3720,1011CA270A,0.016
OA014603,2300,10819240H5,0.000
OA014603,2070,120100163A,0.000
OA014603,3720,1011CA296A,0.014
OA014603,2070,1241FAC26S,0.000
IA000122,3720,1011CA332A,0.008
IA000016,3720,1011CA202B,0.016
6A008190,2052,1221C20040,6000.000
6A008190,2070,121101916A,1000.000
6A008190,2434,1011TR727A,9.167
6A008190,2070,1071F350L1,0.040
6A008190,2130,1071F76001,1.008
6A008190,2200,1091A06C41,78.844
6A008190,2300,1081E770A1,0.297
6A008190,2052,1101T70525,8.680
6A008190,2070,SUBMATWNV419,1000.000
6A008190,2130,SUBMATWNV199,1000.000
6A008190,2052,SUBMATSNV295,1000.000
IA000017,3720,1011CA203B,0.016
IA000025,3720,1011CA218B,0.004
XT345090,2052,1221C20016,7000.000
XT345090,2052,1221I20010,1000.000
