product,process_id,bom_id
000IABW074,000IA147,IA000064
000IAVT005,000IA162,IA000074
000IABW072,000IA143,IA000060
000IABW108,000IA220,IA000097
000IABW112,000IA232,IA000112
012Y3NI123,012Y3002,Y3012603
014OLNI032,014OL001,OL014602
014OLNI034,014OL001,OL014602
012Y3NI153,012Y3002,Y3012603
020YUNI150,020YU001,YU020603
012Y1NI054,012Y1002,Y1012604
020YUNI135,020YU001,YU020603
000IABW045,000IA089,IA000031
012Y1NI055,012Y1002,Y1012604
012Y3NI160,012Y3002,Y3012603
008OKNI075,008OK001,OK008601
016OFNI041,016OF002,OF016603
012Y3NI138,012Y3002,Y3012603
012Y1NI059,012Y1002,Y1012604
020YUNI108,020YU002,YU020604
020YUNI224,020YU002,YU020604
020YUNI236,020YU001,YU020603
014OLNI033,014OL001,OL014602
020YUNI124,020YU002,YU020604
020YUNI252,020YU002,YU020604
020YUNI221,020YU002,YU020604
020YUNI133,020YU006,YU020611
020YUNI256,020YU002,YU020604
020YUNI265,020YU001,YU020603
012Y3NI177,012Y3002,Y3012603
000IABW031,000IA034,IA000015
000IABW032,000IA033,IA000013
020YUNI110,020YU006,YU020611
008YKNI091,008YK046,YK008646
008Y7NI031,008Y7001,Y7008602
000IABW094,000IA193,IA000090
020YUNI125,020YU002,YU020604
020YUNI274,020YU002,YU020604
000IABW123,000IA259,IA000121
020YUNI286,020YU002,YU020604
012Y3NI192,012Y3002,Y3012603
020YUNI148,020YU002,YU020604
008OKNI052,008OK001,OK008601
000IABW142,000IA317,IA000140
010YKNI052,010YK031,YK010634
020YUNI299,020YU002,YU020604
020YUNI121,020YU002,YU020604
020YUNI122,020YU002,YU020604
008OKNI057,008OK001,OK008601
016D5AW020,016D5015ENG,D5016050
000IABW064,000IA125,IA000050
020YUNI301,020YU002,YU020604
020YUNI120,020YU002,YU020604
020YUNI319,020YU001,YU020603
020YUNI043,020YU006,YU020611
020YUNI295,020YU002,YU020604
020YUNI307,020YU002,YU020604
020YUNI333,020YU002,YU020604
0282JHQ034,0282J028,2J028035
008OKNI058,008OK001,OK008601
020YUNI202,020YU002,YU020604
0086ANV162,0086A138,6A008191
020YUNI315,020YU001,YU020603
012Y3NI199,012Y3001,Y3012604
054TSAB011,054TS044,TS054044
000IABW075,000IA149,IA000065
020YUNI104,020YU006,YU020611
014OANI065,014OA002,OA014603
020YUNI341,020YU002,YU020604
012Y3NI188,012Y3001,Y3012604
000IABW143,000IA325,IA000122
000IABW036,000IA031,IA000016
0086ANV161,0086A137,6A008190
0086ANV208,0086A138,6A008191
000IABW015,000IA039,IA000017
000IABW109,000IA313,IA000025
008OKNI093,008OK001,OK008601
020YUNI232,020YU001,YU020603
345XTNV085,345XT064,XT345090
0086ANV210,0086A172,6A008239
0086ANV211,0086A173,6A008240
000IABW144,000IA333,IA000158
014OANI052,014OA002,OA014603
012Y3NI150,012Y3002,Y3012603
0445TCM003ENG,0445T003,5T044004
008YKNI092,008YK046,YK008646
020YUNI101,020YU001,YU020603
000IACM233ENG,000IAE22ENG,IA000E14
008Y6CM043ENG,008Y6080,Y6008080
132X2CME53ENG,132X2317,X2132E65
0008WSMT001,0008WSMT001,8W000A01
0008WDAE001,0008WDAE001,8W000A01
0008WLAS001,0008WLAS001,8W000A01
0008WDAF001,0008WDAF001,8W000A01
0008WPRT001,0008WPRT001,8W000A01
0008WLF001,0008WLAS001,8W000A01
0008WPRT005,0008WPRT001,8W000A01
008FGAS033,008FG023,FG008023
008FGAS005,008FG005,FG008005
008YQAB072,008YQ136,YQ008170
024MAAW045,024MA091,MA024095
064MRAW028,064MR026,MR064035
008FGCME22ENG,008FG027,FG008027
008YMAW020,008YM112,YM008121
008YMAW019,008YM111,YM008120
060NRMS004,060NR015,NR060015
024MAQW015,024MA250,MA024266
008YQVG002,008YQ104,YQ008124
016D5AW011,016D5012,D5016027
0415LHQ021,0415L018,5L041026
012Y3NI146,012Y3002,Y3012603
020YUNI112,020YU006,YU020611
020YUNI346,020YU002,YU020604
020YUNI284,020YU002,YU020604
012Y3NI003,012Y3002,Y3012002
008YQAW001,008YQ202,YQ008235
096EFBU003,096EF044,EF096045
0343AHQ012,0343A010,3A034017
0086ANV212,0086A174,6A008241
0086ANV213,0086A175,6A008242
0086ANV214,0086A176,6A008243
345XTNV080,345XT059,XT345083
345XTNV087,345XT066,XT345092
014OLNI038,014OL001,OL014602
008YZNI036,008YZ006,YZ008604
020YUNI107,020YU006,YU020611
000IAQR004,000IA281,IA000045
000IAQR039,000IA298,IA000143
000IAQR024,000IA236,IA000096
056THVG006,056TH167,TH056169
000IAXI001,000IA119,IA000038
096EIYZ001,096EI023,EI096025
048TPAW086,048TP094,TP048117
0225NHQ011,0225N011,5N022010
020YUNI282,020YU006,YU020611
008OKNI035,008OK001,OK008601
008OKNI092,008OK001,OK008601
008OKNI023,008OK001,OK008601
008OKNI010,008OK001,OK008601
008OKNI094,008OK001,OK008601
014OANI073,014OA002,OA014603
012Y1NI052,012Y1002,Y1012604
008OKNI046,008OK001,OK008601
0086BNV026,0086B027,6B008034
0086ANV157,0086A124,6A008175
345XTNV086,345XT065,XT345091
012DNUK014,012DN020,DN012025
096EFBU001,096EF033,EF096033
000IABW040,000IA085,IA000025
020YUNI084,020YU006,YU020611
012Y3NI179,012Y3002,Y3012603
008OKNI002,008OK001,OK008001
009YZNI011,009YZ001,YZ009602
008YZNI035,008YZ006,YZ008604
020YUNI306,020YU002,YU020604
020YUNI214,020YU002,YU020604
020YUNI321,020YU001,YU020603
0086ANV164,0086A140,6A008193
0086ANV163,0086A139,6A008192
345XTNV084,345XT063,XT345089
012Y3NI129,012Y3002,Y3012603
012Y3NI152,012Y3001,Y3012604
048XZVE007,048XZ008,XZ048017
008YMAB072,008YM164,YM008177
008YQAB114,008YQ207,YQ008240
008YQAS031,008YQ132,YQ008166
024XJAW047,024XJ103,XJ024133
060C3BU001,060C3005,C3060012
096EABU001,096EA004,EA096004
096EABU008,096EA010,EA096012
0442JHQ026,0442J026,2J044032
078ENMS013,078EN014,EN078026
020YUNI063,020YU001,YU020603
020YUNI068,020YU002,YU020604
020YUNI090,020YU002,YU020604
020YUNI096,020YU002,YU020604
020YUNI300,020YU002,YU020604
014OANI050,014OA002,OA014603
008YZNI017,008YZ006,YZ008604
132X2NV209,132X2364,X2132430
0086ANV217,0086A179,6A008248
020YUNI059,020YU006,YU020611
012Y3NI151,012Y3001,Y3012604
012Y3NI198,012Y3002,Y3012603
048TVOK056,048TV269,TV048272
000IAQR003,000IA003,IA000045
048XVVE001,048XV001,XV048001
008Y6VG013,008Y6115,Y6008125
024XJVG008,024XJ073,XJ024089
100X6VG004,100X6004,X6100005
090NCAB017,090NC079,NC090079
008YDAB004,008YD052,YD008052
096ELAB016,096EL021,EL096026
008YQAB010,008YQ037,YQ008037
060EMAB003,060EM003,EM060003
096ELAB047,096EL081,EL096089
060EMAB004,060EM004,EM060004
008YQAB031,008YQ061,YQ008061
096ELAB043,096EL076,EL096084
024MAAB086,024MA230,MA024245
060NRAB010,060NR021,NR060021
060NRAB016,060NR020,NR060033
096EFAB009,096EF048,EF096050
008YQAB013,008YQ042,YQ008042
024MAAB073,024MA200,MA024215
024MAAB027,024MA062,MA024062
084UCAS104,084UC196,CC084199
008YQAS038,008YQ159,YQ008196
008YQAS018,008YQ092,YQ008107
084UCAS080,084UC147,CC084147
084UCAS105,084UC200,CC084203
096ELAS001,096EL009,EL096009
162KEAS010,162KE038,KE162044
024XJAW021,024XJ053,XJ024054
024XJAW017,024XJ049,XJ024049
024XJAW020,024XJ052,XJ024052
048TPAW102,048TP090ENG,TP048091
024MAAW059,024MA099,MA024137
126CTBU001,126CT002,CT126001
048MABU002,048MA243,MA048A38
048TPBU013,048TP083,TP048104
084UCBU005,084UC041,CC084046
060U9BU003,060U9005,C9060004
096EFBU002,096EF039,EF096020
084UCBU006,084UC088,CC084074
078EABU001,078EA001,EA078002
084XUBU007,084XU012,XU084013
048MABU018,048MA269,MA048040
032YBBW010,032YB010,YB032011
048ACBW047,048AC145,AC048145
052ACBW033,052AC032,AC052032
072AFBW022,072AF132,AF072132
000IABW052,000IA045,IA000018
096ELCD002,096EL074,EL096082
008DRCD032,008DR048,DR008061
084UCCD009,084UC156,CC084156
084UCCD006,084UC087,CC084069
0086AEU004,0086A081,6A008122
090NCGA037,090NC050,NC090012
060NRGA006,060NR035,NR060036
0442JHQ031,0442J031,2J044039
0223RHQ012,0223R009,3R022009
0442JHQ029,0442J030,2J044037
0345VHQ009,0345V009,5V034011
0442JHQ027,0442J027,2J044033
0225SHQ006,0225S005,5S022005
0225OHQ005,0225O005,5O022005
132NYLW078,132NY052,NY132101
090NCMS008,090NC073,NC090073
096ECMS013,096EC018,EC096018
078U9MS017,078U9034,C9078036
048TWMS086,048TW527,TW048B07
096ECMS010,096EC009,EC096014
048TWMS068,048TW503,TW048239
020YUNI024,020YU006,YU020009
008Y7NI003,008Y7001,Y7008001
008Y7NI034,008Y7001,Y7008602
014OLNI002,014OL001,OL014001
020YUNI117,020YU001,YU020603
020YUNI041,020YU006,YU020611
014OLNI050,014OL001,OL014602
020YUNI281,020YU006,YU020611
020YUNI159,020YU006,YU020611
020YUNI058,020YU006,YU020611
014OLNI042,014OL001,OL014602
020YUNI170,020YU002,YU020604
020YUNI355,020YU002,YU020604
008OKNI054,008OK001,OK008601
345XTNV079,345XT058,XT345082
0086ANV203,0086A167,6A008233
0086ANV172,0086A147,6A008205
0086ANV216,0086A178,6A008245
0086ANV215,0086A177,6A008244
0086ANV202,0086A166,6A008232
345XTNV076,345XT056,XT345078
0008WNV360,0008WA98,8W000A01
0008WNV207,0008W918,8W000A01
153XTNV120,153XT154,XT153201
132X2NV211,132X2367,X2132434
072AFQH001,072AF064,AF072086
000IAQR007,000IA163,IA000075
024MAQW016,024MA256,MA024272
