product,process_id,bom_id
000IABW053,000IA114,IA000039
0008WPRT001,0008WPRT001,8W000A01
000IABW072,000IA143,IA000060
000IABW108,000IA220,IA000097
020YUNI128,020YU001,YU020603
012Y1NI048,012Y1002,Y1012604
020YUNI154,020YU006,YU020611
020YUNI163,020YU001,YU020603
000SNV332,345XT053,XT345075
000IABW045,000IA089,IA000031
008OKNI071,008OK001,OK008601
008OKNI073,008OK001,OK008601
000IABW142,000IA317,IA000140
010YKNI043,010YK026,YK010631
020YUNI189,020YU002,YU020604
008OKNI079,008OK001,OK008601
008OKNI084,008OK001,OK008601
020YUNI219,020YU002,YU020604
020YUNI228,020YU001,YU020603
014OLNI033,014OL001,OL014602
020YUNI115,020YU002,YU020604
014OANI063,014OA002,OA014603
020YUNI209,020YU002,YU020604
000IABW115,000IA235,IA000114
012Y3NI175,012Y3002,Y3012603
014OANI060,014OA002,OA014603
008YKNI091,008YK046,YK008646
008OKNI087,008OK001,OK008601
020YUNI125,020YU002,YU020604
000IABW020,000IA040,IA000015
012Y3NI190,012Y3002,Y3012603
000IABW112,000IA232,IA000112
014OLNI029,014OL001,OL014602
010YKNI052,010YK031,YK010634
020YUNI295,020YU002,YU020604
020YUNI244,020YU002,YU020604
008YKNI092,008YK046,YK008646
014OLNI044,014OL001,OL014602
020YUNI305,020YU002,YU020604
020YUNI319,020YU001,YU020603
0282JHQ034,0282J028,2J028035
020YUNI325,020YU002,YU020604
020YUNI335,020YU002,YU020604
012Y3NI199,012Y3001,Y3012604
020YUNI337,020YU006,YU020611
020YUNI293,020YU002,YU020604
000IABW015,000IA039,IA000017
020YUNI117,020YU001,YU020603
000IABW144,000IA333,IA000158
012Y3NI155,012Y3001,Y3012604
014OANI052,014OA002,OA014603
0008WDAE001,0008WDAE001,8W000A01
000IACM233ENG,000IAE22ENG,IA000E14
0008WLAS001,0008WLAS001,8W000A01
0008WDAF001,0008WDAF001,8W000A01
0008WSMT001,0008WSMT001,8W000A01
0008WPRT005,0008WPRT001,8W000A01
020YUNI347,020YU002,YU020604
000IABW064,000IA125,IA000050
020YUNI234,020YU001,YU020603
008Y6AW032,008Y6087,Y6008007
008OKNI089,008OK001,OK008601
345XTNV086,345XT065,XT345091
020YUNI242,020YU001,YU020603
012Y1NI049,012Y1002,Y1012604
012Y3NI200,012Y3002,Y3012603
020YUNI352,020YU002,YU020604
014OANI075,014OA002,OA014603
000IABW094,000IA193,IA000090
020YUNI187,020YU002,YU020604
012Y3NI198,012Y3002,Y3012603
132X2NV209,132X2364,X2132430
020YUNI289,020YU006,YU020611
020YUNI160,020YU006,YU020611
345XTNV076,345XT056,XT345078
000IABW040,000IA085,IA000025
000IABW143,000IA325,IA000122
014OANI053,014OA002,OA014603
008OKNI104,008OK001,OK008601
020YUNI360,020YU006,YU020611
020YUNI372,020YU006,YU020611
016OFNI037,016OF001,OF016604
008OKNI106,008OK001,OK008601
020YUNI172,020YU002,YU020604
000IAQR004,000IA281,IA000045
008OKNI059,008OK001,OK008601
020YUNI385,020YU006,YU020611
008OKNI093,008OK001,OK008601
0086ANV203,0086A167,6A008233
0086ANV225,0086A188,6A008257
0086ANV214,0086A176,6A008243
000IAQR012,000IA184,IA000087
020YUNI274,020YU002,YU020604
012Y3NI183,012Y3001,Y3012604
020YUNI317,020YU001,YU020603
096EFBU003,096EF044,EF096045
0086BEU017,0086B033,6B008041
020YUNI323,020YU001,YU020603
153XTNV148,153XT189,XT153245
000IAQR014,000IA203,IA000096
088Y2MF002,088Y2003,Y2088004
016OFNI031,016OF004,OF016606
0086ANV208,0086A138,6A008191
0086ANV209,0086A137,6A008190
0086ANV219,0086A181,6A008250
0086ANV228,0086A172,6A008239
020YUNI313,020YU006,YU020611
020YUNI254,020YU002,YU020604
020YUNI400,020YU001,YU020603
084UCYZ001,084UC190,CC084192
048MABU018,048MA269,MA048040
000IABW074,000IA147,IA000064
016OFNI016,016OF003,OF016610
020YUNI217,020YU002,YU020604
020YUNI204,020YU002,YU020604
192X8QT002,192X8003,X8192005
024MAAB086,024MA230,MA024245
067KQAS001,067KQ001,KQ067001
064MRAW035,064MR023,MR064030
048TREU027,048TR148,TR048156
0442JHQ029,0442J030,2J044037
0282JHQ035,0282J104,2J028036
020YUNI150,020YU001,YU020603
016OFNI010,016OF003,OF016005
