wrto_route,wrto_oper,wrto_seq_num,wrto_opr_shrt_desc
BGA174,2490,33,SHIP
BGA182,2000,1,IQC
BGA182,2003,2,TPM
BGA182,2005,3,TAPING
BGA182,2010,4,LAPPING
BGA182,2020,5,A21 QUEUE
BGA182,2030,6,W/M
BGA182,2040,7,D/S
BGA182,2050,8,A31
BGA182,2060,9,2IP
BGA182,2070,10,D/A
BGA182,2150,11,PLASMA
BGA182,2090,12,POST D/A Q
BGA182,2200,13,W/B
BGA182,2205,14,A41
BGA182,2209,15,BMP
BGA182,2210,16,3IP
BGA182,2225,17,F/C
BGA182,2250,18,PLASMA
BGA182,2230,19,M/D QUEUE
BGA182,2300,20,M/D
BGA182,2320,21,T/M
BGA182,2330,22,PMC
BGA182,2405,23,PLASMA
BGA182,2418,24,WTC
BGA182,2410,25,S/P
BGA182,2430,26,F/S
BGA182,2435,27,P/P
BGA182,2440,28,O/S
BGA182,2450,29,L/S
BGA182,2460,30,F/V
BGA182,2470,31,4IP
BGA182,2480,32,PACK
BGA182,2490,33,SHIP
BGA185,2000,1,IQC
BGA185,2003,2,TPM
BGA185,2005,3,TAPING
BGA185,2010,4,LAPPING
BGA185,2020,5,A21 QUEUE
BGA185,2030,6,W/M
BGA185,2040,7,D/S
BGA185,2050,8,A31
BGA185,2060,9,2IP
BGA185,2061,10,UV
BGA185,2070,11,D/A
BGA185,2080,12,D/A CURE
BGA185,2150,13,PLASMA
BGA185,2090,14,POST D/A Q
BGA185,2200,15,W/B
BGA185,2210,16,3IP
BGA185,2250,17,PLASMA
BGA185,2230,18,M/D QUEUE
BGA185,2300,19,M/D
BGA185,2320,20,T/M
BGA185,2330,21,PMC
BGA185,2405,22,PLASMA
BGA185,2418,23,WTC
BGA185,2410,24,S/P
BGA185,2430,25,F/S
BGA185,2440,26,O/S
BGA185,2450,27,L/S
BGA185,2460,28,F/V
BGA185,2470,29,4IP
BGA185,2480,30,PACK
BGA185,2490,31,SHIP
BGA192,2000,1,IQC
BGA192,2003,2,TPM
BGA192,2005,3,TAPING
BGA192,2010,4,LAPPING
BGA192,2020,5,A21 QUEUE
BGA192,2030,6,W/M
BGA192,2040,7,D/S
BGA192,2050,8,A31
BGA192,2060,9,2IP
BGA192,2070,10,D/A
BGA192,2080,11,D/A CURE
BGA192,2150,12,PLASMA
BGA192,2090,13,POST D/A Q
BGA192,2200,14,W/B
BGA192,2209,15,BMP
BGA192,2210,16,3IP
BGA192,2250,17,PLASMA
BGA192,2230,18,M/D QUEUE
BGA192,2300,19,M/D
BGA192,2320,20,T/M
BGA192,6000,21,WTC2
BGA192,2330,22,PMC
BGA192,2405,23,PLASMA
BGA192,2418,24,WTC
BGA192,2410,25,S/P
BGA192,2430,26,F/S
BGA192,2435,27,P/P
BGA192,2440,28,O/S
BGA192,2450,29,L/S
BGA192,2460,30,F/V
BGA192,2470,31,4IP
BGA192,2480,32,PACK
BGA192,2490,33,SHIP
BGA202,2000,1,IQC
BGA202,2003,2,TPM
BGA202,2005,3,TAPING
BGA202,2010,4,LAPPING
BGA202,2020,5,A21 QUEUE
BGA202,2030,6,W/M
BGA202,2040,7,D/S
BGA202,2050,8,A31
BGA202,2060,9,2IP
BGA202,2070,10,D/A
BGA202,2080,11,D/A CURE
BGA202,2150,12,PLASMA
BGA202,2090,13,POST D/A Q
BGA202,2200,14,W/B
BGA202,2205,15,A41
BGA202,2210,16,3IP
BGA202,2250,17,PLASMA
BGA202,2230,18,M/D QUEUE
BGA202,2300,19,M/D
BGA202,2320,20,T/M
BGA202,6000,21,WTC2
BGA202,2330,22,PMC
BGA202,2405,23,PLASMA
BGA202,2418,24,WTC
BGA202,2410,25,S/P
BGA202,2430,26,F/S
BGA202,2435,27,P/P
BGA202,2440,28,O/S
BGA202,2450,29,L/S
BGA202,2460,30,F/V
BGA202,2470,31,4IP
BGA202,2480,32,PACK
BGA202,2490,33,SHIP
BGA206,2000,1,IQC
BGA206,2058,2,RWTC
BGA206,2050,3,A31
BGA206,2060,4,2IP
BGA206,2070,5,D/A
BGA206,2080,6,D/A CURE
BGA206,2150,7,PLASMA
BGA206,2090,8,POST D/A Q
BGA206,2200,9,W/B
BGA206,2210,10,3IP
BGA206,2250,11,PLASMA
BGA206,2230,12,M/D QUEUE
BGA206,2300,13,M/D
BGA206,2320,14,T/M
BGA206,6000,15,WTC2
BGA206,2330,16,PMC
BGA206,2405,17,PLASMA
BGA206,2410,18,S/P
BGA206,2430,19,F/S
BGA206,2440,20,O/S
BGA206,2450,21,L/S
BGA206,2460,22,F/V
BGA206,2470,23,4IP
BGA206,2480,24,PACK
BGA206,2490,25,SHIP
BGA209,2000,1,IQC
BGA209,2003,2,TPM
BGA209,2005,3,TAPING
BGA209,2010,4,LAPPING
BGA209,2020,5,A21 QUEUE
BGA209,2030,6,W/M
BGA209,2040,7,D/S
BGA209,2050,8,A31
BGA209,2056,9,AOI
BGA209,2059,10,AOIR
BGA209,2060,11,2IP
BGA209,2061,12,UV
BGA209,2070,13,D/A
BGA209,2080,14,D/A CURE
BGA209,2150,15,PLASMA
BGA209,2090,16,POST D/A Q
BGA209,2200,17,W/B
BGA209,2205,18,A41
BGA209,2210,19,3IP
BGA209,2250,20,PLASMA
BGA209,2230,21,M/D QUEUE
BGA209,2300,22,M/D
BGA209,2320,23,T/M
BGA209,2330,24,PMC
BGA209,2405,25,PLASMA
BGA209,2418,26,WTC
BGA209,2410,27,S/P
BGA209,2430,28,F/S
BGA209,2435,29,P/P
BGA209,2440,30,O/S
BGA209,2450,31,L/S
BGA209,2460,32,F/V
BGA209,2470,33,4IP
BGA209,2480,34,PACK
BGA209,2490,35,SHIP
BGA222,2000,1,IQC
BGA222,2003,2,TPM
BGA222,2005,3,TAPING
BGA222,2010,4,LAPPING
BGA222,2020,5,A21 QUEUE
BGA222,2030,6,W/M
BGA222,2040,7,D/S
BGA222,2050,8,A31
BGA222,2060,9,2IP
BGA222,2061,10,UV
BGA222,2070,11,D/A
BGA222,2080,12,D/A CURE
BGA222,2150,13,PLASMA
BGA222,2090,14,POST D/A Q
BGA222,2200,15,W/B
BGA222,2210,16,3IP
BGA222,2250,17,PLASMA
BGA222,2230,18,M/D QUEUE
BGA222,2300,19,M/D
BGA222,6000,20,WTC2
BGA222,2330,21,PMC
BGA222,2320,22,T/M
BGA222,2405,23,PLASMA
BGA222,2418,24,WTC
BGA222,2410,25,S/P
BGA222,2430,26,F/S
BGA222,2440,27,O/S
BGA222,2450,28,L/S
BGA222,2460,29,F/V
BGA222,2470,30,4IP
BGA222,2480,31,PACK
BGA222,2490,32,SHIP
BGA23,2000,1,IQC
BGA23,2003,2,TPM
BGA23,2005,3,TAPING
BGA23,2010,4,LAPPING
BGA23,2020,5,A21 QUEUE
BGA23,2030,6,W/M
BGA23,2040,7,D/S
BGA23,2050,8,A31
BGA23,2060,9,2IP
BGA23,2070,10,D/A
BGA23,2150,11,PLASMA
BGA23,2090,12,POST D/A Q
BGA23,2200,13,W/B
BGA23,2210,14,3IP
BGA23,2225,15,F/C
BGA23,2250,16,PLASMA
BGA23,2230,17,M/D QUEUE
BGA23,2300,18,M/D
BGA23,2320,19,T/M
BGA23,6000,20,WTC2
BGA23,2330,21,PMC
BGA23,2405,22,PLASMA
BGA23,2410,23,S/P
BGA23,2430,24,F/S
BGA23,2435,25,P/P
BGA23,2440,26,O/S
BGA23,2450,27,L/S
BGA23,2460,28,F/V
BGA23,2470,29,4IP
BGA23,2480,30,PACK
BGA23,2490,31,SHIP
BGA239,2000,1,IQC
BGA239,2003,2,TPM
BGA239,2005,3,TAPING
BGA239,2010,4,LAPPING
BGA239,2020,5,A21 QUEUE
BGA239,2030,6,W/M
BGA239,2040,7,D/S
BGA239,2050,8,A31
BGA239,2060,9,2IP
BGA239,2061,10,UV
BGA239,2070,11,D/A
BGA239,2080,12,D/A CURE
BGA239,2150,13,PLASMA
BGA239,2090,14,POST D/A Q
BGA239,2200,15,W/B
BGA239,2209,16,BMP
BGA239,2210,17,3IP
BGA239,2250,18,PLASMA
BGA239,2230,19,M/D QUEUE
BGA239,2300,20,M/D
BGA239,2320,21,T/M
BGA239,6000,22,WTC2
BGA239,2330,23,PMC
BGA239,2405,24,PLASMA
BGA239,2418,25,WTC
BGA239,2410,26,S/P
BGA239,2430,27,F/S
BGA239,2435,28,P/P
BGA239,2440,29,O/S
BGA239,2450,30,L/S
BGA239,2460,31,F/V
BGA239,2470,32,4IP
BGA239,2480,33,PACK
BGA239,2490,34,SHIP
BGA248,2000,1,IQC
BGA248,2003,2,TPM
BGA248,2005,3,TAPING
BGA248,2010,4,LAPPING
BGA248,2020,5,A21 QUEUE
BGA248,2030,6,W/M
BGA248,2040,7,D/S
BGA248,2050,8,A31
BGA248,2060,9,2IP
BGA248,2061,10,UV
BGA248,2070,11,D/A
BGA248,2080,12,D/A CURE
BGA248,2150,13,PLASMA
BGA248,2090,14,POST D/A Q
BGA248,2200,15,W/B
BGA248,2210,16,3IP
BGA248,2250,17,PLASMA
BGA248,2230,18,M/D QUEUE
BGA248,2300,19,M/D
BGA248,6000,20,WTC2
BGA248,2330,21,PMC
BGA248,2320,22,T/M
BGA248,2405,23,PLASMA
BGA248,2410,24,S/P
BGA248,2430,25,F/S
BGA248,2440,26,O/S
BGA248,2450,27,L/S
BGA248,2460,28,F/V
BGA248,2470,29,4IP
BGA248,2480,30,PACK
BGA248,2490,31,SHIP
BGA254,2000,1,IQC
BGA254,2003,2,TPM
BGA254,2005,3,TAPING
BGA254,2010,4,LAPPING
BGA254,2020,5,A21 QUEUE
BGA254,2030,6,W/M
BGA254,2040,7,D/S
BGA254,2050,8,A31
BGA254,2060,9,2IP
BGA254,2061,10,UV
BGA254,2070,11,D/A
BGA254,2080,12,D/A CURE
BGA254,2150,13,PLASMA
BGA254,2090,14,POST D/A Q
BGA254,2200,15,W/B
BGA254,2209,16,BMP
BGA254,2210,17,3IP
BGA254,2250,18,PLASMA
BGA254,2230,19,M/D QUEUE
BGA254,2300,20,M/D
BGA254,2320,21,T/M
BGA254,6000,22,WTC2
BGA254,2330,23,PMC
BGA254,2405,24,PLASMA
BGA254,2418,25,WTC
BGA254,2410,26,S/P
BGA254,2430,27,F/S
BGA254,2435,28,P/P
BGA254,2440,29,O/S
BGA254,2450,30,L/S
BGA254,2460,31,F/V
BGA254,2470,32,4IP
BGA254,2480,33,PACK
BGA254,2490,34,SHIP
BGA256,2000,1,IQC
BGA256,2003,2,TPM
BGA256,2005,3,TAPING
BGA256,2010,4,LAPPING
BGA256,2020,5,A21 QUEUE
BGA256,2030,6,W/M
BGA256,2040,7,D/S
BGA256,2050,8,A31
BGA256,2060,9,2IP
BGA256,2070,10,D/A
BGA256,2080,11,D/A CURE
BGA256,2150,12,PLASMA
BGA256,2090,13,POST D/A Q
BGA256,2200,14,W/B
BGA256,2210,15,3IP
BGA256,2250,16,PLASMA
BGA256,2230,17,M/D QUEUE
BGA256,2300,18,M/D
BGA256,2320,19,T/M
BGA256,6000,20,WTC2
BGA256,2330,21,PMC
BGA256,2405,22,PLASMA
BGA256,2418,23,WTC
BGA256,2410,24,S/P
BGA256,2430,25,F/S
BGA256,2435,26,P/P
BGA256,2440,27,O/S
BGA256,2450,28,L/S
BGA256,2460,29,F/V
BGA256,2470,30,4IP
BGA256,2480,31,PACK
BGA256,2490,32,SHIP
BGA289,2000,1,IQC
BGA289,2003,2,TPM
BGA289,2005,3,TAPING
BGA289,2010,4,LAPPING
BGA289,2020,5,A21 QUEUE
BGA289,2030,6,W/M
BGA289,2040,7,D/S
BGA289,2050,8,A31
BGA289,2060,9,2IP
BGA289,2070,10,D/A
BGA289,2080,11,D/A CURE
BGA289,2150,12,PLASMA
BGA289,2090,13,POST D/A Q
BGA289,2200,14,W/B
BGA289,2205,15,A41
BGA289,2209,16,BMP
BGA289,2210,17,3IP
BGA289,2250,18,PLASMA
BGA289,2230,19,M/D QUEUE
BGA289,2300,20,M/D
BGA289,2320,21,T/M
BGA289,6000,22,WTC2
BGA289,2330,23,PMC
BGA289,2430,24,F/S
BGA289,2435,25,P/P
BGA289,2450,26,L/S
BGA289,2460,27,F/V
BGA289,2470,28,4IP
BGA289,2480,29,PACK
BGA289,2490,30,SHIP
BGA298,2000,1,IQC
BGA298,2160,2,SCTC
BGA298,2070,3,D/A
BGA298,2080,4,D/A CURE
BGA298,2150,5,PLASMA
BGA298,2090,6,POST D/A Q
BGA298,2200,7,W/B
BGA298,2210,8,3IP
BGA298,2250,9,PLASMA
BGA298,2230,10,M/D QUEUE
BGA298,2300,11,M/D
BGA298,2320,12,T/M
BGA298,6000,13,WTC2
BGA298,2330,14,PMC
BGA298,2405,15,PLASMA
BGA298,2410,16,S/P
BGA298,2430,17,F/S
BGA298,2450,18,L/S
BGA298,2460,19,F/V
BGA298,2470,20,4IP
BGA298,2480,21,PACK
BGA298,2490,22,SHIP
BGA322,2000,1,IQC
BGA322,2003,2,TPM
BGA322,2005,3,TAPING
BGA322,2010,4,LAPPING
BGA322,2020,5,A21 QUEUE
BGA322,2030,6,W/M
BGA322,2040,7,D/S
BGA322,2050,8,A31
BGA322,2060,9,2IP
BGA322,2061,10,UV
BGA322,2070,11,D/A
BGA322,2080,12,D/A CURE
BGA322,2150,13,PLASMA
BGA322,2090,14,POST D/A Q
BGA322,2200,15,W/B
BGA322,2210,16,3IP
BGA322,2250,17,PLASMA
BGA322,2230,18,M/D QUEUE
BGA322,2300,19,M/D
BGA322,2330,20,PMC
BGA322,2320,21,T/M
BGA322,2405,22,PLASMA
BGA322,2410,23,S/P
BGA322,2430,24,F/S
BGA322,2440,25,O/S
BGA322,2450,26,L/S
BGA322,2460,27,F/V
BGA322,2470,28,4IP
BGA322,2480,29,PACK
BGA322,2490,30,SHIP
BGA334,2000,1,IQC
BGA334,2003,2,TPM
BGA334,2005,3,TAPING
BGA334,2010,4,LAPPING
BGA334,2020,5,A21 QUEUE
BGA334,2030,6,W/M
BGA334,2040,7,D/S
BGA334,2050,8,A31
BGA334,2056,9,AOI
BGA334,2059,10,AOIR
BGA334,2060,11,2IP
BGA334,2070,12,D/A
BGA334,2080,13,D/A CURE
BGA334,2150,14,PLASMA
BGA334,2090,15,POST D/A Q
BGA334,2200,16,W/B
BGA334,2210,17,3IP
BGA334,2250,18,PLASMA
BGA334,2230,19,M/D QUEUE
BGA334,2300,20,M/D
BGA334,2320,21,T/M
BGA334,6000,22,WTC2
BGA334,2330,23,PMC
BGA334,2422,24,PCL
BGA334,2410,25,S/P
BGA334,2430,26,F/S
BGA334,2435,27,P/P
BGA334,4710,28,AOST
BGA334,2450,29,L/S
BGA334,2460,30,F/V
BGA334,2470,31,4IP
BGA334,2472,32,PKC
BGA334,2480,33,PACK
BGA334,2490,34,SHIP
BGA345,2000,1,IQC
BGA345,2003,2,TPM
BGA345,2005,3,TAPING
BGA345,2010,4,LAPPING
BGA345,2020,5,A21 QUEUE
BGA345,2030,6,W/M
BGA345,2040,7,D/S
BGA345,2050,8,A31
BGA345,2060,9,2IP
BGA345,2070,10,D/A
BGA345,2080,11,D/A CURE
BGA345,2150,12,PLASMA
BGA345,2090,13,POST D/A Q
BGA345,2200,14,W/B
BGA345,2209,15,BMP
BGA345,2210,16,3IP
BGA345,2250,17,PLASMA
BGA345,2230,18,M/D QUEUE
BGA345,2300,19,M/D
BGA345,2320,20,T/M
BGA345,6000,21,WTC2
BGA345,2330,22,PMC
BGA345,2405,23,PLASMA
BGA345,2418,24,WTC
BGA345,2410,25,S/P
BGA345,2430,26,F/S
BGA345,2435,27,P/P
BGA345,2440,28,O/S
BGA345,2450,29,L/S
BGA345,2460,30,F/V
BGA345,2470,31,4IP
BGA345,2480,32,PACK
BGA345,2490,33,SHIP
BGA359,2000,1,IQC
BGA359,2003,2,TPM
BGA359,2005,3,TAPING
BGA359,2010,4,LAPPING
BGA359,2020,5,A21 QUEUE
BGA359,2030,6,W/M
BGA359,2040,7,D/S
BGA359,2050,8,A31
BGA359,2056,9,AOI
BGA359,2059,10,AOIR
BGA359,2060,11,2IP
BGA359,2070,12,D/A
BGA359,2080,13,D/A CURE
BGA359,2150,14,PLASMA
BGA359,2090,15,POST D/A Q
BGA359,2200,16,W/B
BGA359,2205,17,A41
BGA359,2210,18,3IP
BGA359,2250,19,PLASMA
BGA359,2230,20,M/D QUEUE
BGA359,2300,21,M/D
BGA359,2310,22,B/M
BGA359,2330,23,PMC
BGA359,6008,24,SLB
BGA359,2461,25,FV2
BGA359,2460,26,F/V
BGA359,2470,27,4IP
BGA359,2480,28,PACK
BGA359,2490,29,SHIP
BGA369,2000,1,IQC
BGA369,2003,2,TPM
BGA369,2005,3,TAPING
BGA369,2010,4,LAPPING
BGA369,2020,5,A21 QUEUE
BGA369,2030,6,W/M
BGA369,2040,7,D/S
BGA369,2050,8,A31
BGA369,2056,9,AOI
BGA369,2059,10,AOIR
BGA369,2060,11,2IP
BGA369,2070,12,D/A
BGA369,2080,13,D/A CURE
BGA369,2150,14,PLASMA
BGA369,2090,15,POST D/A Q
BGA369,2200,16,W/B
BGA369,2205,17,A41
BGA369,2210,18,3IP
BGA369,2250,19,PLASMA
BGA369,2230,20,M/D QUEUE
BGA369,2300,21,M/D
BGA369,2310,22,B/M
BGA369,2330,23,PMC
BGA369,6000,24,WTC2
BGA369,6004,25,SLF
BGA369,6009,26,SUV
BGA369,2461,27,FV2
BGA369,2460,28,F/V
BGA369,2470,29,4IP
BGA369,2480,30,PACK
BGA369,2490,31,SHIP
BGA387,2000,1,IQC
BGA387,2003,2,TPM
BGA387,2005,3,TAPING
BGA387,2010,4,LAPPING
BGA387,2020,5,A21 QUEUE
BGA387,2030,6,W/M
BGA387,2040,7,D/S
BGA387,2050,8,A31
BGA387,2060,9,2IP
BGA387,2070,10,D/A
BGA387,2080,11,D/A CURE
BGA387,2150,12,PLASMA
BGA387,2090,13,POST D/A Q
BGA387,2200,14,W/B
BGA387,2205,15,A41
BGA387,2209,16,BMP
BGA387,2210,17,3IP
BGA387,2250,18,PLASMA
BGA387,2230,19,M/D QUEUE
BGA387,2300,20,M/D
BGA387,2320,21,T/M
BGA387,6000,22,WTC2
BGA387,2330,23,PMC
BGA387,2405,24,PLASMA
BGA387,2410,25,S/P
BGA387,2430,26,F/S
BGA387,2435,27,P/P
BGA387,2440,28,O/S
BGA387,2450,29,L/S
BGA387,2460,30,F/V
BGA387,2470,31,4IP
BGA387,2480,32,PACK
BGA387,2490,33,SHIP
BGA40,2000,1,IQC
BGA40,2003,2,TPM
BGA40,2005,3,TAPING
BGA40,2010,4,LAPPING
BGA40,2020,5,A21 QUEUE
BGA40,2030,6,W/M
BGA40,2040,7,D/S
BGA40,2050,8,A31
BGA40,2060,9,2IP
BGA40,2061,10,UV
BGA40,2070,11,D/A
BGA40,2080,12,D/A CURE
BGA40,2150,13,PLASMA
BGA40,2090,14,POST D/A Q
BGA40,2200,15,W/B
BGA40,2210,16,3IP
BGA40,2250,17,PLASMA
BGA40,2230,18,M/D QUEUE
BGA40,2300,19,M/D
BGA40,2320,20,T/M
BGA40,6000,21,WTC2
BGA40,2330,22,PMC
BGA40,2405,23,PLASMA
BGA40,2418,24,WTC
BGA40,2410,25,S/P
BGA40,2430,26,F/S
BGA40,2440,27,O/S
BGA40,2450,28,L/S
BGA40,2460,29,F/V
BGA40,2470,30,4IP
BGA40,2480,31,PACK
BGA40,2490,32,SHIP
BGA402,2000,1,IQC
BGA402,2003,2,TPM
BGA402,2005,3,TAPING
BGA402,2010,4,LAPPING
BGA402,2020,5,A21 QUEUE
BGA402,2030,6,W/M
BGA402,2040,7,D/S
BGA402,2050,8,A31
BGA402,2056,9,AOI
BGA402,2059,10,AOIR
BGA402,2060,11,2IP
BGA402,2061,12,UV
BGA402,2070,13,D/A
BGA402,2080,14,D/A CURE
BGA402,2150,15,PLASMA
BGA402,2090,16,POST D/A Q
BGA402,2200,17,W/B
BGA402,2210,18,3IP
BGA402,2250,19,PLASMA
BGA402,2230,20,M/D QUEUE
BGA402,2300,21,M/D
BGA402,2320,22,T/M
BGA402,6000,23,WTC2
BGA402,2330,24,PMC
BGA402,2405,25,PLASMA
BGA402,2418,26,WTC
BGA402,2410,27,S/P
BGA402,2430,28,F/S
BGA402,2440,29,O/S
BGA402,2450,30,L/S
BGA402,2460,31,F/V
BGA402,2470,32,4IP
BGA402,2480,33,PACK
BGA402,2490,34,SHIP
BGA405,2000,1,IQC
BGA405,2003,2,TPM
BGA405,2005,3,TAPING
BGA405,2010,4,LAPPING
BGA405,2020,5,A21 QUEUE
BGA405,2030,6,W/M
BGA405,2040,7,D/S
BGA405,2050,8,A31
BGA405,2056,9,AOI
BGA405,2059,10,AOIR
BGA405,2060,11,2IP
BGA405,2061,12,UV
BGA405,2070,13,D/A
BGA405,2080,14,D/A CURE
BGA405,2150,15,PLASMA
BGA405,2090,16,POST D/A Q
BGA405,2200,17,W/B
BGA405,2210,18,3IP
BGA405,2250,19,PLASMA
BGA405,2230,20,M/D QUEUE
BGA405,2300,21,M/D
BGA405,2320,22,T/M
BGA405,6000,23,WTC2
BGA405,2330,24,PMC
BGA405,2405,25,PLASMA
