bom_id,oper,part_id,qty
IA000064,3720,1011CA273A,0.008
XT153113,2052,1221C20036,5000.000
XT153113,2052,1221R20005,2000.000
XT153113,2070,121101941A,1000.000
XT153113,2430,1011TR439A,7.237
XT153113,2070,1241F6317A,0.200
XT153113,2130,1071F76004,2.272
XT153113,2200,1091A07C41,89.436
XT153113,2300,10819740Z3,0.204
XT153113,2052,1101T70525,8.680
XT153113,2070,SUBMATWNV287,1000.000
XT153113,2130,SUBMATWNV288,2000.000
XT153113,2052,SUBMATSNV149,1000.000
XT153113,2410,1101L75830,153.000
IA000140,3720,1011CA349A,0.008
YU020604,2070,1071F76004,0.000
YU020604,2200,1091A08T41,0.000
YU020604,2300,108192HF36,0.000
YU020604,2070,120100185B,0.000
YU020604,3720,1011CA176A,0.014
IA000114,3720,1011CA310A,0.016
YK010634,2070,120101109A,0.000
YK010634,2070,1071P10764,0.000
YK010634,2200,1091A08T41,0.000
YK010634,2300,108192HF42,0.000
YK010634,3720,1011CA106A,0.014
Y3012604,2300,10819240H5,0.000
Y3012604,2070,120100155A,0.000
Y3012604,3720,1011CA295A,0.014
Y3012604,2070,1241FAC26S,0.000
YU020603,2070,1071F76004,0.000
YU020603,2200,1091A08T41,0.000
YU020603,2300,108192HF36,0.000
YU020603,2070,120100185B,0.000
YU020603,3720,1011CA176A,0.014
OL014602,2070,120100167A,0.000
OL014602,2300,108192HF36,0.000
OL014602,3720,1011CA296A,0.014
OL014602,2070,1241FAC26S,0.000
IA000041,3720,1011CA243A,0.016
IA000017,3720,1011CA203B,0.016
IA000158,3720,1011CA358A,0.016
OA014603,2300,10819240H5,0.000
OA014603,2070,120100163A,0.000
OA014603,3720,1011CA296A,0.014
OA014603,2070,1241FAC26S,0.000
IA000050,3720,1011CA246A,0.016
Y1012604,2070,120100158A,0.000
Y1012604,2070,1071P10764,0.000
Y1012604,2200,1091A08T41,0.000
Y1012604,2300,1081G700L1,0.000
Y1012604,3720,1011CA104A,0.014
IA000031,3720,1011CA232B,0.008
IA000025,3720,1011CA218B,0.004
YU020611,2070,1071F76004,0.000
YU020611,2200,1091A08T41,0.000
YU020611,2300,108192HF36,0.000
YU020611,2070,120100185B,0.000
YU020611,3720,1011CA176A,0.014
OF016604,2300,108192HF36,0.000
OF016604,2070,120100169B,0.000
OF016604,3720,1011CA214A,0.014
OF016604,2070,1241FAC26S,0.000
YZ009602,2300,108192HF36,0.000
YZ009602,2070,120100143A,0.000
YZ009602,3720,1011CA139A,0.014
YZ009602,2070,1241FAC26S,0.000
IA000122,3720,1011CA332A,0.008
Y3012603,2300,10819240H5,0.000
Y3012603,2070,120100153A,0.000
Y3012603,3720,1011CA295A,0.014
Y3012603,2070,1241FAC26S,0.000
XT153245,2052,1221C20016,2000.000
XT153245,2070,121102307A,1000.000
XT153245,2430,1011TR439A,7.237
XT153245,2070,1071F350L1,0.133
XT153245,2130,1071F76004,1.137
XT153245,2200,1091A08C41,146.338
XT153245,2300,1081760LB7,0.322
XT153245,2052,1101T70525,8.680
XT153245,2410,1101L75830,153.000
XT153245,2070,SUBMATWNV450,1000.000
XT153245,2130,SUBMATWNV451,1000.000
XT153245,2052,SUBMATSNV404,1000.000
IA000096,2021,1071FC86R3,0.075
IA000096,3720,1011CA301A,0.008
OK008601,2300,10819240H5,0.000
OK008601,2070,120100022A,0.000
OK008601,3720,1011CA254A,0.014
OK008601,2070,1241FAC26S,0.000
YK010633,2070,120101109A,0.000
YK010633,2070,1071P10764,0.000
YK010633,2200,1091A08T41,0.000
YK010633,2300,108192HF42,0.000
YK010633,3720,1011CA106A,0.014
IA000087,2021,1071FC86R3,0.111
IA000087,3720,1011CA306A,0.016
IA000065,3720,1011CA270A,0.016
IA000112,3720,1011CA312A,0.008
TS066033,2070,120100857A,1000.000
TS066033,2430,1011TR024B,10.185
TS066033,2070,1071F76004,0.225
TS066033,2200,1091G08PA4,138.916
TS066033,2300,108192HF25,0.720
TS066033,2410,1231BAS00A,0.070
IA000075,2021,1071FC86R3,0.111
IA000075,3720,1011CA286A,0.008
IA000013,3720,1011CA190A,0.027
IA000045,2021,1071FC86R3,0.111
IA000045,3720,1011CA245A,0.016
6A008064,2052,1221C20036,6000.000
6A008064,2052,1221C20037,1000.000
6A008064,2052,1221R20049,1000.000
6A008064,2070,121101796A,1000.000
6A008064,2434,1011TR753A,9.167
6A008064,2070,1071F350L1,0.047
6A008064,2130,1071F76001,1.008
6A008064,2200,1091A06C41,94.656
6A008064,2300,1081E770A1,0.297
6A008064,2052,1101T70525,8.680
6A008064,2070,SUBMATWNV182,1000.000
6A008064,2130,SUBMATWNV198,1000.000
6A008064,2052,SUBMATSNV085,1000.000
IA000090,3720,1011CA235A,0.008
CC084213,2070,121101104A,1000.000
CC084213,2430,1011TR095A,5.500
CC084213,2070,1071P62022,1.272
