customer,entity,pass
others,BBC55,Y
others,BBC56,Y
others,BBC57,Y
others,BBC58,Y
others,BBC59,Y
others,BBC60,Y
others,BBD01,N
others,BBD02,Y
others,BBD03,Y
others,BBD09,Y
others,BBD10,Y
others,BBD11,Y
others,BBD12,N
others,BBD13,Y
others,BBD14,Y
others,BBD15,Y
others,BBD16,Y
others,BBD17,Y
others,BBD20,Y
others,BBD21,N
others,BBD22,Y
others,BBD23,Y
others,BBD24,Y
others,BBD35,Y
others,BBD36,Y
others,BBD37,Y
others,BBD38,Y
others,BBD39,Y
others,BBD40,Y
others,BBD41,Y
others,BBD42,Y
others,BBD43,Y
others,BBD44,Y
others,BBD48,N
others,BBD49,Y
others,BBD50,Y
others,BBD51,N
others,BBD52,Y
others,BBD53,Y
others,BBD54,Y
others,BBD55,Y
others,BBD56,Y
others,BBD57,N
others,BBD58,N
others,BBD59,Y
others,BBD60,Y
others,BBD61,Y
others,BBD62,Y
others,BBD63,N
others,BBD64,Y
others,BBD65,Y
others,BBD66,Y
others,BBD67,Y
others,BBD81,Y
others,BBH08,N
others,BBH09,N
others,BBH10,Y
others,BBH11,Y
others,BBH12,Y
others,BBH13,N
others,BBH14,Y
others,BBH15,N
others,BBH16,Y
others,BBH17,Y
others,BBH18,Y
others,BBH19,Y
others,BBH20,N
others,BBH21,Y
others,BBH22,N
others,BBH23,Y
others,BBH24,Y
others,BBH25,Y
others,BBH26,Y
others,BBH27,Y
others,BBH28,N
others,BBH29,Y
others,BBH30,Y
others,BBH31,N
others,BBH32,Y
others,BBH33,Y
others,BBH34,Y
others,BBH35,N
others,BBH36,N
others,BBH37,N
others,BBH38,N
others,BBH39,Y
others,BBH40,N
others,BBH41,N
others,BBH42,Y
others,BBH43,Y
others,BBH44,Y
others,BBH45,N
others,BBH46,Y
others,BBH47,Y
others,BBH48,Y
others,BBH49,Y
others,BBH50,N
others,BBH51,N
others,BBH52,Y
others,BBH53,N
others,BBH54,N
others,BBH55,Y
others,BBH56,Y
others,BBH57,N
others,BBH58,Y
others,BBH59,Y
others,BBH60,Y
others,BBH61,N
others,BBH62,Y
others,BBH63,Y
others,BBH64,Y
others,BBH65,Y
others,BBH66,Y
others,BBH67,Y
others,BBH68,Y
others,BBH69,Y
others,BBH70,Y
others,BBH96,Y
others,BBH97,Y
others,BBH98,N
others,BBJ01,N
others,BBJ02,N
others,BBJ03,N
others,BBK27,Y
others,BBK28,Y
others,BBK29,Y
others,BBK30,Y
others,BBK31,Y
others,BBK32,Y
others,BBK33,Y
others,BBK34,Y
others,BBK35,Y
others,BBK36,Y
others,BBK37,Y
others,BBK38,Y
others,BBK39,Y
others,BBK40,Y
others,BBK41,Y
others,BBK42,Y
others,BBK43,Y
others,BBK44,Y
others,BBK45,Y
others,BBK46,Y
others,BBK47,Y
others,BBK48,Y
others,BBK49,Y
others,BBL01,Y
others,BBL02,Y
others,BBL03,Y
others,BBL04,Y
others,BBL05,Y
others,BBL16,N
others,BBL17,N
others,BBL18,Y
others,BBL19,N
others,BBL20,Y
others,BBL21,N
others,BBL22,Y
others,BBM01,N
others,BBM02,N
others,BBM03,N
others,BBM04,N
others,BBM05,N
others,BBM06,N
others,BBM07,N
others,BBR01,N
others,BBR02,Y
others,BBR03,N
others,BBR04,N
others,BBR05,Y
others,BBR06,N
others,BBR07,N
others,BBR08,N
others,BBR09,N
others,BBR10,Y
others,BBR11,Y
others,BBR12,Y
others,BBR13,Y
others,BBR14,Y
others,BBR15,Y
others,BBR16,Y
others,BBR17,Y
others,BBR18,Y
others,BBR19,Y
others,BBR20,Y
others,BBR21,Y
others,BBR22,Y
others,BBR23,Y
others,BBR24,Y
others,BBR25,Y
others,BBR26,Y
others,BBR27,Y
others,BBR28,N
others,BBR29,Y
others,BBR30,N
others,BBR31,Y
others,BBR32,Y
others,BBR33,Y
others,BBR34,Y
others,BBR35,Y
others,BBR36,Y
others,BBR37,Y
others,BBR38,Y
others,BBR39,Y
others,BBR40,Y
others,BBR41,Y
others,BBR42,Y
others,BBR43,Y
others,BBR44,N
others,BBR45,Y
others,BBR46,Y
others,BBR47,Y
others,BBR48,Y
others,BBR49,Y
others,BBR50,Y
others,BBR51,Y
others,BBR52,N
others,BBR53,Y
others,BBR54,Y
others,BBR55,Y
others,BBR56,Y
others,BBR57,Y
others,BBR58,Y
others,BBR59,Y
others,BBR60,N
others,BBR61,Y
others,BBR62,Y
others,BBR63,N
others,BBR64,Y
others,BBR65,Y
others,BBR66,Y
others,BBR67,Y
others,BBR68,Y
others,BBR69,N
others,BBR70,Y
others,BBR71,Y
others,BBR72,N
others,BBR73,Y
others,BBR74,Y
others,BBR75,N
others,BBR76,N
others,BBR77,N
others,BBR78,N
others,BBR79,Y
others,BBR80,Y
others,BBR81,Y
others,BBR82,Y
others,BBR83,N
others,BBR84,N
others,BBR85,Y
others,BBR86,Y
others,BBR87,Y
others,BBR88,N
others,BBR89,N
others,BBR90,Y
others,BBR91,Y
others,BBR92,Y
others,BBR93,Y
others,BBR94,N
others,BBR95,Y
others,BBR96,N
others,BBR97,N
others,BBR98,Y
others,BBR99,Y
others,BBRA1,N
others,BBRA2,N
others,BBRA3,N
others,BBRA4,N
others,BBRA5,N
others,BBRA6,N
others,BBRA7,N
others,BBRA8,N
others,BBRA9,Y
others,BBRB1,N
others,BBRB2,N
others,BBRB3,N
others,BBRB4,N
others,BBRB5,N
others,BBRB6,N
others,BBRB7,N
others,BBRB8,Y
others,BBRB9,Y
others,BBRC1,Y
others,BBRC2,Y
others,BBRC3,Y
others,BBRC4,Y
others,BBRC5,Y
others,BBRC6,Y
others,BBRC7,N
others,BBRC8,Y
others,BBRC9,Y
others,BBRD1,Y
others,BBRD2,Y
others,BBRD3,Y
others,BBRD4,Y
others,BBRD5,Y
others,BBRD6,Y
others,BBRD7,Y
others,BBRD8,Y
others,BBRD9,Y
others,BBRF1,Y
others,BBRF2,Y
others,BBRF3,Y
others,BBRF4,N
others,BBRF5,N
others,BBS01,Y
others,BBS02,Y
others,BBS03,Y
others,BBS04,N
others,BBS05,Y
others,BBS06,N
others,BBS07,Y
others,BBS08,N
others,BBS09,N
others,BBS10,Y
others,BBU01,Y
others,BBU02,Y
others,BBU03,Y
others,BBU04,Y
others,BBU05,Y
others,BBU06,Y
others,BBU07,Y
others,BBU08,Y
others,BBU09,N
others,BBU10,Y
others,BBU11,Y
others,BBU12,Y
others,BBU13,Y
others,BBU14,Y
others,BBU15,Y
others,BBU16,Y
others,BBU17,Y
others,BBU18,N
others,BBU19,Y
others,BBU20,Y
others,BBU21,Y
others,BBU22,Y
others,BBU23,Y
others,BBU24,Y
others,BBU25,Y
others,BBU26,Y
others,BBU27,Y
others,BBU28,Y
others,BBU29,Y
others,BBU30,Y
others,BBU31,Y
others,BBU32,Y
others,BBU33,Y
others,BBU34,N
others,BBU35,Y
others,BBU36,Y
others,BBU37,N
others,BBU38,Y
others,BBU39,Y
others,BBU40,Y
others,BBU41,Y
others,BBU42,Y
others,BBU43,Y
others,BBU44,Y
others,BBU45,Y
others,BBU46,Y
others,BBU47,Y
others,BBU48,Y
others,BBU49,Y
others,BBU50,Y
others,BBU51,Y
others,BBU52,Y
others,BBU53,Y
others,BBU54,Y
others,BBU55,Y
others,BBU56,Y
others,BBU57,N
others,BBU58,Y
others,BBU59,Y
others,BBU60,Y
others,BBU61,Y
others,BBU62,Y
others,BBU63,Y
others,BBU64,Y
others,BBU65,Y
others,BBU66,Y
others,BBU67,Y
others,BBU68,Y
others,BBU69,Y
others,BBU70,Y
others,BBU71,Y
others,BBU72,Y
others,BBU73,Y
others,BBU74,Y
others,BBU75,Y
others,BBU76,Y
others,BBU77,Y
others,BBU78,Y
others,BBU79,Y
others,BBU80,Y
others,BBU81,Y
others,BBU82,Y
others,BBU83,Y
others,BBU84,Y
others,BBU85,Y
others,BBU86,Y
others,BBU87,Y
others,BBU88,Y
others,BBU89,Y
others,BBU90,Y
others,BBU91,Y
others,BBU92,Y
others,BBU93,Y
others,BBU94,Y
others,BBU95,Y
others,BBU96,Y
others,BBU97,Y
others,BBU98,Y
others,BBU99,Y
others,BBUA1,Y
others,BBUA2,Y
others,BBUA3,Y
others,BBUA4,Y
others,BBUA5,Y
others,BBUA6,Y
others,BBUA7,Y
others,BBUA8,Y
others,BBUA9,N
others,BBUB1,Y
others,BBUB2,Y
others,BBUB3,Y
others,BBUB4,Y
others,BBUB5,Y
others,BBUB6,Y
others,BBUB7,Y
MTI,BB211,Y
MTI,BB212,Y
MTI,BB213,Y
MTI,BB214,Y
MTI,BB215,Y
MTI,BB216,Y
MTI,BB217,Y
MTI,BB218,Y
MTI,BB219,N
MTI,BB220,N
MTI,BB221,Y
MTI,BB222,N
MTI,BB223,Y
MTI,BB224,Y
MTI,BB225,Y
MTI,BB226,Y
MTI,BB227,N
MTI,BB228,Y
MTI,BB229,N
MTI,BB230,Y
MTI,BB231,Y
MTI,BB232,N
MTI,BB233,Y
MTI,BB234,Y
MTI,BB235,N
MTI,BB441,N
MTI,BB442,Y
MTI,BB443,N
MTI,BB444,Y
MTI,BB445,Y
MTI,BB446,N
MTI,BB447,Y
MTI,BB448,Y
MTI,BB449,Y
MTI,BB450,Y
MTI,BB451,N
MTI,BB452,N
MTI,BB453,Y
MTI,BB454,Y
MTI,BB455,Y
MTI,BB456,Y
MTI,BB457,Y
MTI,BB458,N
MTI,BB459,Y
MTI,BB460,Y
MTI,BB461,N
MTI,BB462,Y
MTI,BB463,Y
MTI,BB465,Y
MTI,BB466,Y
MTI,BB467,N
MTI,BB468,Y
MTI,BB469,Y
MTI,BB470,Y
MTI,BB471,Y
MTI,BB472,Y
MTI,BB473,N
MTI,BB474,N
MTI,BB475,Y
MTI,BB476,Y
MTI,BB477,Y
MTI,BB478,Y
MTI,BB479,N
MTI,BB480,Y
MTI,BB481,Y
MTI,BB482,Y
MTI,BB483,Y
MTI,BB484,Y
MTI,BB485,Y
MTI,BB486,Y
MTI,BB487,Y
MTI,BB488,Y
MTI,BB489,Y
MTI,BB490,Y
MTI,BB496,N
MTI,BB497,Y
MTI,BB498,Y
MTI,BB499,Y
MTI,BB500,Y
MTI,BB501,Y
MTI,BB502,N
MTI,BB503,Y
MTI,BB504,N
MTI,BB505,Y
MTI,BB506,N
MTI,BB507,Y
MTI,BB508,Y
MTI,BB509,N
MTI,BB510,Y
MTI,BB511,Y
MTI,BB512,Y
MTI,BB513,Y
MTI,BB514,Y
MTI,BB515,Y
MTI,BB516,Y
MTI,BB517,N
MTI,BB518,Y
MTI,BB519,N
MTI,BB520,Y
MTI,BB521,Y
MTI,BB522,Y
MTI,BB523,N
MTI,BB524,Y
MTI,BB525,Y
MTI,BB526,N
MTI,BB527,Y
MTI,BB528,N
MTI,BB529,N
MTI,BB530,N
MTI,BB531,Y
MTI,BB532,Y
MTI,BB533,Y
MTI,BB534,Y
MTI,BB535,Y
MTI,BB536,Y
MTI,BB537,N
MTI,BB538,N
MTI,BB539,Y
MTI,BB540,N
MTI,BB541,Y
MTI,BB542,Y
MTI,BB543,Y
MTI,BB544,Y
MTI,BB545,N
MTI,BB546,N
MTI,BB547,N
MTI,BB548,Y
MTI,BB549,Y
MTI,BB550,Y
MTI,BB551,Y
MTI,BB552,Y
MTI,BB553,Y
MTI,BB554,Y
MTI,BB555,Y
MTI,BB556,N
MTI,BB557,N
MTI,BB558,Y
MTI,BB559,Y
MTI,BB560,N
MTI,BB561,Y
MTI,BB562,Y
MTI,BB563,Y
MTI,BB564,Y
MTI,BB565,Y
MTI,BB566,Y
MTI,BB567,Y
MTI,BB568,Y
MTI,BB569,Y
MTI,BB570,Y
MTI,BB571,N
MTI,BB572,Y
MTI,BB573,N
MTI,BB574,N
MTI,BB575,Y
MTI,BB576,Y
MTI,BB577,Y
MTI,BB578,Y
MTI,BB579,Y
MTI,BB580,Y
MTI,BB581,Y
MTI,BB582,Y
MTI,BB583,N
MTI,BB584,Y
MTI,BB585,Y
MTI,BB586,N
MTI,BB587,Y
MTI,BB588,Y
MTI,BB589,N
MTI,BB590,N
MTI,BB591,Y
MTI,BB592,Y
MTI,BB593,Y
MTI,BB594,Y
MTI,BB595,Y
MTI,BB596,Y
MTI,BB597,N
MTI,BB598,Y
MTI,BB599,Y
MTI,BB600,N
MTI,BB601,Y
MTI,BB602,N
MTI,BB603,Y
MTI,BB604,Y
MTI,BB605,Y
MTI,BB606,N
MTI,BB607,Y
MTI,BB608,Y
MTI,BB609,Y
MTI,BB610,Y
MTI,BB611,N
MTI,BB612,N
MTI,BB613,N
MTI,BB614,Y
MTI,BB615,Y
MTI,BB616,Y
MTI,BB617,Y
MTI,BB618,N
MTI,BB619,Y
MTI,BB620,Y
MTI,BB621,N
MTI,BB622,Y
MTI,BB623,Y
MTI,BB624,Y
MTI,BB701,N
MTI,BB702,Y
MTI,BB703,N
MTI,BB704,Y
MTI,BB705,N
MTI,BB706,Y
MTI,BB707,Y
MTI,BB708,Y
MTI,BB709,Y
MTI,BB710,Y
MTI,BB711,Y
MTI,BB712,N
MTI,BB713,Y
MTI,BB714,Y
MTI,BB715,Y
MTI,BB716,Y
MTI,BB717,Y
MTI,BB718,Y
MTI,BB719,Y
MTI,BB720,Y
MTI,BB721,N
MTI,BB722,N
MTI,BB723,Y
MTI,BB724,Y
MTI,BB725,Y
MTI,BB726,N
MTI,BB727,Y
MTI,BB728,N
MTI,BB729,Y
MTI,BB730,N
MTI,BB731,Y
MTI,BB732,N
MTI,BB733,Y
MTI,BB734,N
MTI,BB735,Y
MTI,BB736,N
MTI,BB737,Y
MTI,BB738,N
MTI,BB745,N
MTI,BB746,Y
MTI,BB747,Y
MTI,BB748,N
MTI,BB749,Y
MTI,BB750,Y
MTI,BB751,Y
MTI,BB752,Y
MTI,BB753,Y
MTI,BB754,Y
MTI,BB755,Y
MTI,BB756,N
MTI,BB757,N
MTI,BB758,N
MTI,BB759,Y
MTI,BB760,N
MTI,BB761,Y
MTI,BB762,N
MTI,BB763,Y
MTI,BB764,Y
MTI,BB765,N
MTI,BB766,N
MTI,BB767,N
MTI,BB768,N
MTI,BB769,Y
MTI,BB770,Y
MTI,BB771,N
MTI,BB772,Y
MTI,BB773,N
MTI,BB774,Y
MTI,BB775,N
MTI,BB776,Y
MTI,BB777,Y
MTI,BB778,N
MTI,BB779,N
MTI,BB780,N
MTI,BB781,N
MTI,BB782,N
MTI,BB783,N
MTI,BB784,Y
MTI,BB785,N
MTI,BB786,N
MTI,BB787,N
MTI,BB788,N
MTI,BB789,N
MTI,BB790,Y
MTI,BB791,Y
MTI,BB801,Y
MTI,BB802,Y
MTI,BB803,Y
MTI,BB804,Y
MTI,BB805,Y
MTI,BB806,Y
MTI,BB807,Y
MTI,BB808,Y
MTI,BB809,Y
MTI,BB810,Y
MTI,BB811,Y
MTI,BB812,Y
MTI,BB813,Y
MTI,BB814,Y
MTI,BB815,Y
MTI,BB816,Y
MTI,BB817,Y
MTI,BB818,Y
MTI,BB819,Y
MTI,BB821,Y
MTI,BB822,Y
MTI,BB823,Y
MTI,BB824,Y
MTI,BB825,Y
MTI,BB826,Y
MTI,BB827,Y
MTI,BB828,Y
MTI,BB831,Y
MTI,BB832,Y
MTI,BB833,Y
MTI,BB834,Y
MTI,BB835,Y
MTI,BB836,Y
MTI,BB837,Y
MTI,BB838,Y
MTI,BB839,Y
MTI,BB840,Y
MTI,BB841,Y
MTI,BB842,Y
MTI,BB843,Y
MTI,BB844,Y
MTI,BB845,Y
MTI,BB846,Y
MTI,BB847,Y
MTI,BB848,Y
MTI,BB849,Y
MTI,BB850,Y
MTI,BB851,Y
MTI,BB852,Y
MTI,BB853,Y
MTI,BB854,Y
MTI,BB855,Y
MTI,BB856,Y
MTI,BB857,Y
MTI,BB858,Y
MTI,BB859,Y
MTI,BB860,Y
MTI,BB861,Y
MTI,BB862,Y
MTI,BB863,Y
MTI,BB864,Y
MTI,BB865,Y
MTI,BB866,Y
MTI,BB867,Y
MTI,BB868,Y
MTI,BB869,Y
MTI,BB870,Y
MTI,BB871,Y
MTI,BB872,Y
MTI,BB873,Y
MTI,BB874,Y
MTI,BB875,Y
MTI,BB876,Y
MTI,BB877,Y
MTI,BB878,Y
MTI,BB879,N
MTI,BB880,Y
MTI,BB881,Y
MTI,BB882,Y
MTI,BB883,Y
MTI,BB884,Y
MTI,BB885,Y
MTI,BB886,Y
MTI,BB887,Y
MTI,BB888,Y
MTI,BB889,Y
MTI,BB890,Y
MTI,BB891,Y
MTI,BB892,Y
MTI,BB893,Y
MTI,BB894,Y
MTI,BB895,Y
MTI,BB896,Y
MTI,BB897,Y
MTI,BB898,Y
MTI,BB899,Y
MTI,BB900,Y
MTI,BB901,Y
MTI,BB902,Y
MTI,BB903,Y
MTI,BB904,Y
MTI,BB905,Y
MTI,BB906,N
MTI,BB907,Y
MTI,BB908,Y
MTI,BB909,Y
MTI,BB910,Y
MTI,BB911,Y
MTI,BB912,Y
MTI,BB913,Y
MTI,BB914,Y
MTI,BB915,N
MTI,BB916,Y
MTI,BB917,Y
MTI,BB918,Y
MTI,BB919,Y
MTI,BB920,Y
MTI,BB921,N
MTI,BB922,Y
MTI,BB923,Y
MTI,BB924,N
MTI,BB925,Y
MTI,BB926,N
MTI,BB929,Y
MTI,BB930,Y
MTI,BB931,Y
MTI,BB932,N
MTI,BB933,Y
MTI,BB938,Y
MTI,BBA01,N
MTI,BBA02,N
MTI,BBA03,N
MTI,BBA04,Y
MTI,BBA05,N
MTI,BBA06,N
MTI,BBA07,N
MTI,BBA08,N
MTI,BBA09,N
MTI,BBA10,N
MTI,BBA11,N
MTI,BBA12,N
MTI,BBA13,N
MTI,BBA14,N
MTI,BBA15,N
MTI,BBA16,N
MTI,BBA17,Y
MTI,BBA18,N
MTI,BBA19,N
MTI,BBA20,N
MTI,BBA22,N
MTI,BBA23,N
MTI,BBA24,N
MTI,BBA25,N
MTI,BBA26,N
MTI,BBA27,N
MTI,BBA28,N
MTI,BBA29,N
MTI,BBA30,N
MTI,BBA31,N
MTI,BBB01,Y
MTI,BBB02,N
MTI,BBB03,N
MTI,BBB04,Y
MTI,BBB05,Y
MTI,BBB06,Y
MTI,BBB07,N
