OPER,CUST,B/D#,MODEL,G.UPH,N.UPH
2200,PHISON,ANV345XTC017A,,0.0,0.0
2200,PHISON,ANV345XTC017A,,0.0,0.0
2200,PHISON,ANV345XTC017A,,0.0,0.0
2200,PHISON,ANV345XTC017A,,0.0,0.0
2200,PHISON,ANV345XTC017A,,0.0,0.0
2200,PHISON,ANV345XTC017A,,0.0,0.0
2200,PHISON,ANV345XTC017A,,0.0,0.0
2200,PHISON,ANV345XTC017A,,0.0,0.0
2200,PHISON,ANV345XTC017A,,0.0,0.0
2200,PHISON,ANV345XTC017A,,0.0,0.0
2200,PHISON,ANV345XTC017A,,0.0,0.0
2200,PHISON,ANV345XTC017A,,0.0,0.0
2200,MXIC,AAW016D53004A,UTC3000,89.62491428571427,0.0
2200,MXIC,AAW016D53004A,UTC1000,89.62491428571427,0.0
2200,MXIC,AAW016D53004A,UTC2000,92.3769,82.0538
2200,MXIC,AAW016D53004A,UTC1000S,89.62491428571427,0.0
2200,MXIC,AAW016D53004A,UTC2000S,89.62491428571427,0.0
2200,MXIC,AAW016D53004A,MAXUM-CU,89.62491428571427,0.0
2200,MXIC,AAW016D53004A,MAXUM-BASE,89.62491428571427,0.0
2200,MXIC,AAW016D53004A,MAXUM,89.62491428571427,0.0
2200,MXIC,AAW016D53004A,MAXUM-PLUS,79.2414,70.3862
2200,MXIC,AAW016D53004A,UTC5000S,107.6208,95.5942
2200,MXIC,AAW016D53004A,ICONN-PLUS,89.62491428571427,0.0
2200,MXIC,AAW016D53004A,RAPID,89.62491428571427,0.0
2200,MXIC,AAW016D53004A,ICONN,89.62491428571427,0.0
2200,MXIC,AAW016D53017A,,86.2466,0.0
2200,MXIC,AAW016D53017A,,86.2466,0.0
2200,MXIC,AAW016D53017A,,86.2466,0.0
2200,MXIC,AAW016D53017A,,86.2466,0.0
2200,MXIC,AAW016D53017A,,86.2466,0.0
2200,MXIC,AAW016D53017A,,86.2466,0.0
2200,MXIC,AAW016D53017A,,86.2466,0.0
2200,MXIC,AAW016D53017A,,86.2466,0.0
2200,MXIC,AAW016D53017A,,86.2466,0.0
2200,MXIC,AAW016D53017A,,86.2466,0.0
2200,MXIC,AAW016D53017A,,86.2466,0.0
2200,MXIC,AAW016D53017A,,86.2466,0.0
2200,MXIC,AAW016D53017A,,86.2466,0.0
2200,MXIC,AAW016D53018A,,0.0,0.0
2200,MXIC,AAW016D53018A,,0.0,0.0
2200,MXIC,AAW016D53018A,,0.0,0.0
2200,MXIC,AAW016D53018A,,0.0,0.0
2200,MXIC,AAW016D53018A,,0.0,0.0
2200,MXIC,AAW016D53018A,,0.0,0.0
2200,MXIC,AAW016D53018A,,0.0,0.0
2200,MXIC,AAW016D53018A,,0.0,0.0
2200,MXIC,AAW016D53018A,,0.0,0.0
2200,MXIC,AAW016D53018A,,0.0,0.0
2200,MXIC,AAW016D53018A,,0.0,0.0
2200,MXIC,AAW016D53018A,,0.0,0.0
2200,MXIC,AAW016D53018A,,0.0,0.0
2200,ETRON,ACD008DR1031A,,0.0,0.0
2200,ETRON,ACD008DR1031A,,0.0,0.0
2200,ETRON,ACD008DR1031A,,0.0,0.0
2200,ETRON,ACD008DR1031A,,0.0,0.0
2200,ETRON,ACD008DR1031A,,0.0,0.0
2200,ENG,ANV345XTC016A,,0.0,0.0
2200,ENG,ANV345XTC016A,,0.0,0.0
2200,ENG,ANV345XTC016A,,0.0,0.0
2200,ENG,ANV345XTC016A,,0.0,0.0
2200,ENG,ANV345XTC016A,,0.0,0.0
2200,ENG,ANV345XTC016A,,0.0,0.0
2200,ENG,ANV345XTC016A,,0.0,0.0
2200,ENG,ANV345XTC016A,,0.0,0.0
