¦C¼Æ,pin_package,bd_id,product,da_out,da_act,wb_out,wb_act,cure_out,cure_act,
666,	DFN-08YQ2A  ,	ABU008YQ2026A       ,	008YQVG028               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
667,	SSBGA100D4U ,	ABU100X69007A       ,	100X6VG009               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
668,	TSOP1-48AM  ,	AMS048TW1020A       ,	048TWMS041               ,	0.00,	0.00,	3.69,	3.69,	0.00,	0.00,
669,	TSOP1-48AM  ,	AMS048TW1048A       ,	048TWMS056               ,	23.89,	15.12,	49.68,	6.48,	0.00,	23.87,
670,	FBGA-96UEC  ,	AMS096EC3001B       ,	096ECMS010               ,	160.00,	88.24,	200.81,	29.44,	0.00,	95.62,
671,	MAT         ,	                    ,	0008WAW082               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
672,	MINIBGA24A3L,	AAW024MA6009A       ,	024MAAW014               ,	11.36,	11.56,	0.00,	0.00,	0.00,	20.00,
673,	MAT         ,	                    ,	0008WNV472               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
674,	WLCSP-WAFER ,	                    ,	000IASF004               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
675,	MAT         ,	                    ,	0008WAB173               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
676,	DFN-08YQ2A  ,	AAB008YQ2001B       ,	008YQAB010               ,	20.00,	0.00,	0.00,	0.00,	0.00,	0.00,
677,	STDFN-08YQ2A,	AAB008YQ2004A       ,	008YQAB034               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
678,	STBGA24D6U  ,	AAB024XW3001A       ,	024XWAB002               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
679,	VFBGA54B4U  ,	AAB054NB6005A       ,	054NBAB016               ,	0.00,	0.00,	15.20,	0.00,	0.00,	0.00,
680,	FBGA-84UC2H ,	AAB084CC9001A       ,	084UCAB027               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
681,	TSOP2-66CME ,	AYZ066TS1001A       ,	066TSYZ002               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
682,	WLCSP       ,	                    ,	000IABW142               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
683,	TSOP2-54CMES,	ACS054TS1009A       ,	054TSCS013               ,	0.00,	0.00,	0.00,	0.00,	0.00,	7.86,
684,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI035               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
685,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI052               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
686,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI055               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
687,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI058               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
688,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI059               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
689,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI095               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
690,	FCDFN-08Y72D,	ANI008Y71001C       ,	008Y7NI031               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
691,	FCDFN-08YZ2A,	ANI008YZ1001D       ,	008YZNI043               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
692,	DFN-12Y12A  ,	ANI012Y11002C       ,	012Y1NI052               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
693,	FCQFN-12Y32D,	ANI012Y32002D       ,	012Y3NI095               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
694,	FCQFN-12Y32D,	ANI012Y32001B       ,	012Y3NI107               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
695,	FCQFN-12Y32D,	ANI012Y32002D       ,	012Y3NI109               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
696,	FCQFN-12Y32D,	ANI012Y32002D       ,	012Y3NI136               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
697,	FCQFN-12Y32D,	ANI012Y32002D       ,	012Y3NI141               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
698,	FCQFN-12Y32D,	ANI012Y32001B       ,	012Y3NI152               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
699,	FCQFN-14OA2D,	ANI014OA1001C       ,	014OANI050               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
700,	FCQFN-14OA2D,	ANI014OA1001C       ,	014OANI056               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
701,	FCQFN-14OA2D,	ANI014OA1001C       ,	014OANI058               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
702,	FCQFN-14OA2D,	ANI014OA1001C       ,	014OANI069               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
703,	FCQFN-14OL2D,	ANI014OL1001C       ,	014OLNI027               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
704,	FCQFN-14OL2D,	ANI014OL1001C       ,	014OLNI032               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
705,	FCQFN-14OL2D,	ANI014OL1001C       ,	014OLNI040               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
706,	QFN-20YU2D  ,	ANI020YU1001M       ,	020YUNI128               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
707,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI129               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
708,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI130               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
709,	QFN-20YU2D  ,	ANI020YU1005C       ,	020YUNI153               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
710,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI172               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
711,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI214               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
712,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI217               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
713,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI226               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
714,	QFN-20YU2D  ,	ANI020YU1001M       ,	020YUNI241               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
715,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI301               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
716,	QFN-20YU2D  ,	ANI020YU1001M       ,	020YUNI323               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
717,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI332               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
718,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI335               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
719,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI345               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
720,	MAT         ,	                    ,	0008WHQ179               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
721,	FPSTLGA44tBV,	AHQ0442J3003A       ,	0442JHQ026               ,	15.00,	0.00,	0.00,	0.00,	0.00,	0.00,
722,	FPSTLGA44tBV,	AHQ0442J3006A       ,	0442JHQ029               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
723,	FPSTLG44ALUV,	AHQ0445T2009A       ,	0445THQ013               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
724,	MAT         ,	                    ,	0008WCM298ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
725,	SSLGA16DOU  ,	AAW016D53011A       ,	016D5CM057ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
726,	FPSLGA22t6V ,	AHQ0225N1002A       ,	0225NCM001ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
727,	FPSLGA22t6V ,	AHQ0225N1002A       ,	0225NCM004ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
728,	FPSLGA34e4V ,	AHQ0345V1003A       ,	0345VCM005ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
729,	TSOP1-56/56S,	AAW056TH1015A       ,	056THCM127ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
730,	TSOP2-66ME  ,	ACD066TN1013A       ,	066TNCM117ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
731,	VFBGA90B4U  ,	AGA090NC7003A       ,	090NCCME008ENG           ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
732,	STBGA153JAU ,	ANV153XT3003A       ,	153XTCM077ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
733,	STBGA162B4U ,	AAS162KE1009A       ,	162KECME22ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
734,	STBGA345UBC ,	ANV345XTA010A       ,	345XTCM028ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.39,
735,	FBGA-96UH6B ,	ACD096CA4001B       ,	096CACD004               ,	0.00,	0.00,	11.17,	5.59,	0.00,	0.00,
736,	FBGA-96UEF  ,	ACD096EF2001B       ,	096EFCD001               ,	0.00,	0.00,	0.02,	0.00,	0.00,	0.00,
737,	SOP-8G      ,	AAS008FG1011A       ,	008FGAS014               ,	0.00,	0.00,	252.08,	103.14,	0.00,	0.00,
738,	WLCSP       ,	                    ,	000IAQR011               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
739,	MAT         ,	                    ,	0008WBU039               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
740,	MINIBGA48J3U,	ABU048MA7003A       ,	048MABU067               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
741,	FBGA-84UC(2),	ABU084CC2002B       ,	084UCBU003               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
742,	FBGA-96LEA  ,	ABU096EA1001A       ,	096EABU011               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
743,	FBGA-96UEF  ,	ABU096EF2002A       ,	096EFBU002               ,	0.00,	0.00,	17.29,	0.00,	0.00,	0.00,
744,	MBGA168A4V  ,	ABU168RM1003A       ,	168RMBU007               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
745,	SMT         ,	ABU100X69005A       ,	000SVG016                ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
746,	DFN-08Y62D  ,	ABU008Y62002A       ,	008Y6VG012               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
747,	TSOP1-48/48M,	ABU048TP2005A       ,	048TPVG003               ,	0.00,	0.00,	21.33,	12.96,	0.00,	0.00,
748,	VFBGA63H8L  ,	ABU063NW1003A       ,	063NWVG002               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
749,	VFBGA132B4U ,	ALW132NY4049A       ,	132NYLW078               ,	5.00,	0.00,	0.00,	0.00,	0.00,	0.00,
750,	MAT         ,	ENG                 ,	0008WAW068               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
751,	MAT         ,	                    ,	0008WAW088               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
752,	MAT         ,	ENG                 ,	0008WAW092               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
753,	SMT         ,	AAW016D53004A       ,	000SAW007                ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
754,	DFN-08Y62D  ,	AAW008Y62015A       ,	008Y6AW034               ,	180.00,	24.96,	0.00,	0.00,	0.00,	0.00,
755,	DFN-08YM2D  ,	AAW008YM2004A       ,	008YMAW020               ,	300.00,	32.00,	16.00,	0.00,	0.00,	48.00,
756,	SSLGA16DOU  ,	AAW016D53011A       ,	016D5AW020               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
757,	MINIBGA24A4L,	AAW024MA6022C       ,	024MAAW045               ,	0.00,	0.00,	53.70,	0.00,	0.00,	0.00,
758,	TSOP1-48/48M,	AAW048TP1024D       ,	048TPAW203               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
759,	MBGA64J4U   ,	AAW064MR1009A       ,	064MRAW029               ,	25.00,	3.95,	0.00,	0.00,	0.00,	0.00,
760,	STBGA162BAU ,	AAW162KE1002A       ,	162KEAW001               ,	40.00,	14.68,	30.00,	11.17,	0.00,	20.90,
761,	SMT         ,	ANV153XT9078A       ,	000SNV341                ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
762,	uSD08AQV    ,	ANV0086A1096A       ,	0086ANV207               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
763,	MAT         ,	                    ,	0008WEU019               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
764,	WLCSP       ,	                    ,	000IAAB004               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
765,	DFN-08YQ2A  ,	AAB008YQ2032A       ,	008YQAB078               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
766,	STDFN-08YQ2A,	AAB008YQ2039B       ,	008YQAB098               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
767,	MBGA24D4U   ,	AAB024MAA016A       ,	024MAAB104               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
768,	TSOP1-48AM  ,	AAB048TW2006A       ,	048TWAB012               ,	50.00,	17.28,	6.48,	0.00,	0.00,	21.60,
769,	TSOP2-54ME  ,	AAB054TN1004A       ,	054TNAB029               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
770,	FBGA60UEM2-1,	AAB060EM2001A       ,	060EMAB004               ,	15.00,	0.00,	15.24,	23.08,	0.00,	0.00,
771,	VFBGA63BFU  ,	AAB063NW3007A       ,	063NWAB013               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
772,	TSOP2-66ME  ,	AAB066TN1004A       ,	066TNAB035               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
773,	FBGA96UEL(2),	AAB096EL1019A       ,	096ELAB057               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
774,	STBGA192B4U ,	AQT192X85001B       ,	192X8QT001               ,	0.15,	0.00,	0.00,	0.00,	0.00,	0.00,
775,	WLCSP       ,	                    ,	000IABW112               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
776,	TSOP2-54CME ,	ACS054TS1008A       ,	054TSCS007               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
777,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI049               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
778,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI073               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
779,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI084               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
780,	DFN-08YK2A  ,	ANI008YK3002A       ,	008YKNI091               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
781,	QFN-10YK2A  ,	ANI010YK3001A       ,	010YKNI039               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
782,	FCQFN-12Y32D,	ANI012Y32002D       ,	012Y3NI093               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
783,	FCQFN-12Y32D,	ANI012Y32002D       ,	012Y3NI121               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
784,	FCQFN-12Y32D,	ANI012Y32001B       ,	012Y3NI125               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
785,	FCQFN-12Y32D,	ANI012Y32001B       ,	012Y3NI183               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
786,	FCQFN-12Y32D,	ANI012Y32002D       ,	012Y3NI198               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
787,	FCQFN-14OA2D,	ANI014OA1001C       ,	014OANI053               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
788,	FCQFN-14OA2D,	ANI014OA1001C       ,	014OANI063               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
789,	FCQFN-14OL2D,	ANI014OL1001C       ,	014OLNI050               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
790,	FCQFN-16OF2D,	ANI016OF2004A       ,	016OFNI031               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
791,	FCQFN-16OF2D,	ANI016OF2002A       ,	016OFNI041               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
792,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI003               ,	350.00,	152.62,	30.00,	16.92,	0.00,	182.31,
793,	QFN-20YU2D  ,	ANI020YU1005C       ,	020YUNI043               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
794,	QFN-20YU2D  ,	ANI020YU1005C       ,	020YUNI107               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
795,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI120               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
796,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI121               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
797,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI143               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
798,	QFN-20YU2D  ,	ANI020YU1005C       ,	020YUNI165               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
799,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI168               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
800,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI170               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
801,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI179               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
802,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI189               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
803,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI206               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
804,	QFN-20YU2D  ,	ANI020YU1001M       ,	020YUNI238               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
805,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI257               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
806,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI278               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
807,	QFN-20YU2D  ,	ANI020YU1005C       ,	020YUNI282               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
808,	QFN-20YU2D  ,	ANI020YU1005C       ,	020YUNI337               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
809,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI343               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
810,	WLCSP       ,	                    ,	000IAXI001               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
811,	MAT         ,	                    ,	0008WCMA129ENG           ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
812,	MAT         ,	                    ,	0008WCME102ENG           ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
813,	DFN-08YM2A  ,	ATH008YM2001A       ,	008YMCME60ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
814,	QFN-56AD1   ,	ABW056AD1004B       ,	056ADCM013ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
815,	STBGA67B4U  ,	AAS067KQ1001A       ,	067KQCM001ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
816,	MBGA54A2L   ,	ACD054MF2002A       ,	054MFCD003               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
817,	FBGA-60MA   ,	ACD060CD3002A       ,	060CACD003               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
818,	FBGA-84UC(2),	ACD084CC2004B       ,	084UCCD009               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
819,	DFN-08Y62D  ,	AAS008Y62003A       ,	008Y6AS005               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
820,	DFN-08YQ2A  ,	AAS008YQ2002B       ,	008YQAS018               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
821,	STBGA67B4U  ,	AAS067KQ1001A       ,	067KQAS001               ,	10.99,	7.28,	0.00,	0.00,	0.00,	7.28,
822,	STBGA134JEU ,	AGA134KM1001A       ,	134KMGA001               ,	0.00,	0.00,	0.10,	0.00,	0.00,	0.00,
