bd_id_1,bd_id_2,end_time,entity,jobcode,lot_num_1,lot_num_2,number,start_time
ABU096EA1001A,AMS078EN1001A,1443.457592,BB216,"CWN,SC,CSC",R19BUAC03,R19MSEG07,BB216_3,1233.457592
AMS078EN1001A,AOK048TV1029A,3573.994747,BB216,"CWN,SC,CSC",R19MSEC05,R18OKAA05,BB216_5,3363.994747
AOK048TV1029A,AAW048TP1008B,10223.918348,BB216,"CWN,MC,CSC",R18OKAA09,R19AWAK21,BB216_13,10019.918348
ABU096EA1001A,AMS096EC3001B,1277.451016,BB218,"CWN,SC,CSC",R19BUAC01,R19MSG504,BB218_2,1067.451016
AMS096EC3001B,AAW048TP1024D,4287.079167,BB218,"CWN,SC,CSC",R19MSG804,R19AWDA01,BB218_4,4077.079167
AAW048TP1024D,AMS096EC3001B,5180.436655,BB218,"CWN,SC,CSC",R19AWD515,R19MSG903,BB218_7,4970.436655
AMS096EC3001B,AOK048TV1029A,8190.314795,BB218,"CWN,SC,CSC",R19MSD303,R18OKA915,BB218_9,7980.314795
AOK048TV1029A,AAB162KE1002A,8934.117843,BB218,"CWN,SC,CSC",R18OKA915,R18ABBZ12,BB218_10,8724.117843
AAB162KE1002A,AMS096EC1002A,10102.295731,BB218,"CWN,SC,CSC",R18ABBZ12,R19MSH101,BB218_11,9892.295731
AMS096EC1002A,ABU024XJ6003A,11506.882692,BB218,"CWN,SC,CSC",R19MSH101,R18VGBJ01,BB218_12,11296.882692
ABU024XJ6003A,AAW048TP1008B,13408.099666,BB218,"CWN,SC,CSC",R18VGBJ01,R19AWBL26,BB218_13,13198.099666
ABU096EA1001A,AAB162KE1002A,1438.451016,BB224,"CWN,SC,CSC",R19BUAC02,R18ABBV16,BB224_2,1228.451016
AAB162KE1002A,AAW048TP1041B,2628.548006,BB224,"CWN,SC,CSC",R18ABBV16,R19AWBT07,BB224_3,2418.548006
AAW048TP1041B,AAW048TP1024D,5373.518022,BB224,"CWN,MC,CSC",R19AWAJ05,R19AWD705,BB224_7,5169.518022
AAW048TP1024D,AOK048TV1029A,5918.093050,BB224,"CWN,MC,CSC",R19AWD705,R18OKAB02,BB224_8,5714.093050
AOK048TV1029A,AMS096EC1002A,8545.314400,BB224,"CWN,SC,CSC",R18OKAA06,R19MSGR03,BB224_11,8335.314400
AAB060NR2002A,AMS078EN1005A,3836.203094,BB447,"CWN,EU,SC,CSC",R19ABCK03,R19MSA116,BB447_4,3506.203094
AMS078EN1005A,AMS078EN1001A,9169.980307,BB447,"CWN,MC,CSC",R19MSA613,R19MSEG06,BB447_8,8965.980307
AAB178NN2001A,AMS078EN1001A,3323.686080,BB448,"CWN,SC,CSC",R19ABDY12,R19MSE708,BB448_3,3113.686080
AMS078EN1006A,AYZ084CC2004A,210.000000,BB451,"CWN,SC,CSC",R18MSMF04,R19YZA301,BB451_1,0.000000
AYZ084CC2004A,AAW048TP1024D,3605.013022,BB451,"CWN,SC,CSC",R19YZAB02,R19AWD606,BB451_5,3395.013022
AAW048TP1024D,AMS078EN1005A,4220.431214,BB451,"CWN,SC,CSC",R19AWD606,R19MSA803,BB451_6,4010.431214
AMS078EN1005A,AMS048TW1046A,7232.186478,BB451,"CWN,SC,CSC",R19MSA610,R19MSGK17,BB451_8,7022.186478
AMS048TW1046A,AMS048TW1065A,9087.761608,BB451,"CWN,MC,CSC",R19MSGK15,R19MSFC17,BB451_13,8883.761608
AMS048TW1065A,AMS078EP1001A,9686.353391,BB451,"CWN,SC,CSC",R19MSFC17,R19MSG403,BB451_14,9476.353391
