¦C¼Æ,bd_id,oper,model,remark,trans_date,trans_time,
1686,	OI072AF1060A        ,	2200,	MAXUM       ,	OI072AF1060A-2200-Criteria              ,	20201208,	125217,
1687,	AB054TA1005A        ,	2200,	UTC1000S    ,	AB054TA1005A-2200-Criteria              ,	20201208,	125217,
1688,	AAW024MA6030A       ,	2200,	UTC2000     ,	AAW024MA6030A-2200-Criteria             ,	20201208,	125217,
1689,	ACD054TA1003A       ,	2200,	UTC1000S    ,	ACD054TA1003A-2200-Criteria             ,	20201208,	125217,
1690,	ACD054TA1003A       ,	2200,	UTC2000     ,	ACD054TA1003A-2200-Criteria             ,	20201208,	125217,
1691,	ACD054TA1003A       ,	2200,	UTC3000     ,	ACD054TA1003A-2200-Criteria             ,	20201208,	125217,
1692,	AOI064AE2002A       ,	2200,	MAXUM       ,	AOI064AE2002A-2200-Criteria             ,	20201208,	125217,
1693,	AAB008Y62003A       ,	2200,	MAXUM       ,	AAB008Y62003A-2200-Criteria             ,	20201208,	125217,
1694,	ANI016YU1013E       ,	2200,	MAXUM       ,	ANI016YU1013E-2200-Criteria             ,	20201208,	125217,
1695,	AIJ048TP1001A       ,	2200,	UTC2000     ,	AIJ048TP1001A-2200-Criteria             ,	20201208,	125217,
1696,	AB066TA1002A        ,	2200,	UTC1000S    ,	AB066TA1002A-2200-Criteria              ,	20201208,	125217,
1697,	AB066TA1002A        ,	2200,	UTC2000     ,	AB066TA1002A-2200-Criteria              ,	20201208,	125217,
1698,	AB066TA1002A        ,	2200,	UTC3000     ,	AB066TA1002A-2200-Criteria              ,	20201208,	125217,
1699,	AAB066TN1002A       ,	2200,	UTC2000     ,	AAB066TN1002A-2200-Criteria             ,	20201208,	125217,
1700,	AAB008Y62004B       ,	2200,	MAXUM-PLUS  ,	AAB008Y62004B-2200-Criteria             ,	20201208,	125217,
1701,	AAB008Y62004B       ,	2200,	MAXUM       ,	AAB008Y62004B-2200-Criteria             ,	20201208,	125217,
1702,	AAB048TW2007A       ,	2200,	UTC1000S    ,	AAB048TW2007A-2200-Criteria             ,	20201208,	125217,
1703,	AAB048TW2008A       ,	2200,	UTC2000     ,	AAB048TW2008A-2200-Criteria             ,	20201208,	125217,
1704,	GA048MA2012A        ,	2200,	UTC1000S    ,	GA048MA2012A-2200-Criteria              ,	20201208,	125218,
1705,	GA048MA2012A        ,	2200,	UTC2000     ,	GA048MA2012A-2200-Criteria              ,	20201208,	125218,
1706,	AAB008Y62009A       ,	2200,	MAXUM-PLUS  ,	AAB008Y62009A-2200-Criteria             ,	20201208,	125218,
1707,	AAB008Y62009A       ,	2200,	MAXUM       ,	AAB008Y62009A-2200-Criteria             ,	20201208,	125218,
1708,	AAB008YM2007A       ,	2200,	MAXUM-BASE  ,	AAB008YM2007A-2200-Criteria             ,	20201208,	125218,
1709,	AAB008YM2007A       ,	2200,	MAXUM-PLUS  ,	AAB008YM2007A-2200-Criteria             ,	20201208,	125218,
1710,	AAB008YM2007A       ,	2200,	MAXUM       ,	AAB008YM2007A-2200-Criteria             ,	20201208,	125218,
1711,	AOI064AE1066A       ,	2200,	MAXUM       ,	AOI064AE1066A-2200-Criteria             ,	20201208,	125218,
1712,	NI008YK1013A        ,	2200,	MAXUM       ,	NI008YK1013A-2200-Criteria              ,	20201208,	125218,
1713,	AAW008YM1006A       ,	2200,	MAXUM-BASE  ,	AAW008YM1006A-2200-Criteria             ,	20201208,	125218,
1714,	AAW008YM1006A       ,	2200,	MAXUM-PLUS  ,	AAW008YM1006A-2200-Criteria             ,	20201208,	125218,
1715,	AAW008YM1006A       ,	2200,	MAXUM       ,	AAW008YM1006A-2200-Criteria             ,	20201208,	125218,
1716,	AAS063NW1011A       ,	2200,	MAXUM       ,	AAS063NW1011A-2200-Criteria             ,	20201208,	125218,
1717,	AAS063NW1023A       ,	2200,	MAXUM       ,	AAS063NW1023A-2200-Criteria             ,	20201208,	125218,
1718,	AAS063NW1027A       ,	2200,	MAXUM       ,	AAS063NW1027A-2200-Criteria             ,	20201208,	125218,
1719,	AAB054TS1001A       ,	2200,	UTC1000S    ,	AAB054TS1001A-2200-Criteria             ,	20201208,	125218,
1720,	AAB054TS1001A       ,	2200,	UTC2000     ,	AAB054TS1001A-2200-Criteria             ,	20201208,	125218,
1721,	AHQ0282J2002A       ,	2200,	ICONN       ,	AHQ0282J2002A-2200-Criteria             ,	20201208,	125218,
1722,	GA048MA2008A        ,	2200,	UTC1000S    ,	GA048MA2008A-2200-Criteria              ,	20201208,	125218,
1723,	ALP119CF5003B       ,	2200,	UTC2000     ,	ALP119CF5003B-2200-Criteria             ,	20201208,	125218,
1724,	ALP119CF5003B       ,	3200,	UTC2000     ,	ALP119CF5003B-3200-Criteria             ,	20201208,	125218,
1725,	AHQ030DE1001A       ,	2200,	UTC3000     ,	AHQ030DE1001A-2200-Criteria             ,	20201208,	125218,
1726,	ABU144C71002A       ,	2200,	UTC1000S    ,	ABU144C71002A-2200-Criteria             ,	20201208,	125218,
1727,	ABU144C71002A       ,	2200,	UTC3000     ,	ABU144C71002A-2200-Criteria             ,	20201208,	125218,
1728,	AAB056TH2002A       ,	2200,	UTC1000S    ,	AAB056TH2002A-2200-Criteria             ,	20201208,	125218,
1729,	AAB056TH2002A       ,	2200,	UTC2000     ,	AAB056TH2002A-2200-Criteria             ,	20201208,	125218,
1730,	ABU066TN1002A       ,	2200,	UTC1000S    ,	ABU066TN1002A-2200-Criteria             ,	20201208,	125218,
1731,	AAB008YQ2006A       ,	2200,	MAXUM-PLUS  ,	AAB008YQ2006A-2200-Criteria             ,	20201208,	125218,
1732,	AAB008YQ2006A       ,	2200,	MAXUM       ,	AAB008YQ2006A-2200-Criteria             ,	20201208,	125218,
1733,	AAS096EI2003A       ,	2200,	MAXUM       ,	AAS096EI2003A-2200-Criteria             ,	20201208,	125218,
1734,	AAS063NW1015A       ,	2200,	MAXUM       ,	AAS063NW1015A-2200-Criteria             ,	20201208,	125218,
1735,	AAW052XY1001B       ,	2200,	UTC1000S    ,	AAW052XY1001B-2200-Criteria             ,	20201208,	125218,
1736,	AAW052XY1001B       ,	2200,	UTC2000     ,	AAW052XY1001B-2200-Criteria             ,	20201208,	125218,
1737,	AOU054TA1005A       ,	2200,	UTC1000S    ,	AOU054TA1005A-2200-Criteria             ,	20201208,	125218,
1738,	AOU054TA1005A       ,	2200,	UTC2000     ,	AOU054TA1005A-2200-Criteria             ,	20201208,	125218,
1739,	AOU054TA1005A       ,	2200,	MAXUM       ,	AOU054TA1005A-2200-Criteria             ,	20201208,	125218,
1740,	AAB056TH2004A       ,	2200,	UTC1000S    ,	AAB056TH2004A-2200-Criteria             ,	20201208,	125218,
1741,	AAB056TH2004A       ,	2200,	UTC2000     ,	AAB056TH2004A-2200-Criteria             ,	20201208,	125218,
1742,	AAB096EF2001A       ,	2200,	UTC1000S    ,	AAB096EF2001A-2200-Criteria             ,	20201208,	125218,
1743,	AAB096EF2001A       ,	2200,	UTC2000     ,	AAB096EF2001A-2200-Criteria             ,	20201208,	125218,
1744,	AAB096EF2001A       ,	2200,	UTC3000     ,	AAB096EF2001A-2200-Criteria             ,	20201208,	125218,
1745,	AOU066TN1008A       ,	2200,	UTC1000S    ,	AOU066TN1008A-2200-Criteria             ,	20201208,	125218,
1746,	AOU066TN1008A       ,	2200,	UTC2000     ,	AOU066TN1008A-2200-Criteria             ,	20201208,	125218,
1747,	AOU066TN1008A       ,	2200,	MAXUM       ,	AOU066TN1008A-2200-Criteria             ,	20201208,	125218,
1748,	AHQ0282J2001A       ,	2200,	ICONN       ,	AHQ0282J2001A-2200-Criteria             ,	20201208,	125218,
1749,	AB084CC2001A        ,	2200,	MAXUM-PLUS  ,	AB084CC2001A-2200-Criteria              ,	20201208,	125218,
1750,	AB084CC2001A        ,	2200,	MAXUM       ,	AB084CC2001A-2200-Criteria              ,	20201208,	125218,
1751,	AAB162KE1004A       ,	2200,	UTC2000     ,	AAB162KE1004A-2200-Criteria             ,	20201208,	125218,
1752,	AOK044TB1001A       ,	2200,	UTC1000S    ,	AOK044TB1001A-2200-Criteria             ,	20201208,	125218,
1753,	ABU165MC3018A       ,	2200,	UTC1000S    ,	ABU165MC3018A-2200-Criteria             ,	20201208,	125218,
1754,	ABU165MC3018A       ,	2200,	UTC2000     ,	ABU165MC3018A-2200-Criteria             ,	20201208,	125218,
1755,	AAW024MA5011B       ,	2200,	UTC1000S    ,	AAW024MA5011B-2200-Criteria             ,	20201208,	125218,
1756,	AAW024MA6013C       ,	2200,	UTC1000S    ,	AAW024MA6013C-2200-Criteria             ,	20201208,	125218,
1757,	AW064MZ3009E        ,	2200,	UTC1000S    ,	AW064MZ3009E-2200-Criteria              ,	20201208,	125218,
1758,	AAW064MR1010A       ,	2200,	UTC1000S    ,	AAW064MR1010A-2200-Criteria             ,	20201208,	125218,
1759,	AAW064MR1010A       ,	2200,	UTC2000     ,	AAW064MR1010A-2200-Criteria             ,	20201208,	125218,
1760,	AAW064MR3014A       ,	2200,	UTC2000     ,	AAW064MR3014A-2200-Criteria             ,	20201208,	125218,
1761,	AAB084CC2006A       ,	2200,	UTC1000S    ,	AAB084CC2006A-2200-Criteria             ,	20201208,	125218,
1762,	AAB084CC2006A       ,	2200,	UTC2000     ,	AAB084CC2006A-2200-Criteria             ,	20201208,	125218,
1763,	AAB084CC2006A       ,	2200,	MAXUM       ,	AAB084CC2006A-2200-Criteria             ,	20201208,	125218,
1764,	AOU084CC2002B       ,	2200,	UTC1000S    ,	AOU084CC2002B-2200-Criteria             ,	20201208,	125218,
1765,	AOU084CC2002B       ,	2200,	UTC2000     ,	AOU084CC2002B-2200-Criteria             ,	20201208,	125218,
1766,	AOU084CC2002B       ,	2200,	UTC3000     ,	AOU084CC2002B-2200-Criteria             ,	20201208,	125218,
1767,	AOU084CC2002B       ,	2200,	MAXUM       ,	AOU084CC2002B-2200-Criteria             ,	20201208,	125218,
1768,	AOU084CC2002B       ,	2200,	MAXUM-PLUS  ,	AOU084CC2002B-2200-Criteria             ,	20201208,	125218,
1769,	AAW064MR3012A       ,	2200,	UTC1000S    ,	AAW064MR3012A-2200-Criteria             ,	20201208,	125218,
1770,	AAW064MR3012A       ,	2200,	UTC2000     ,	AAW064MR3012A-2200-Criteria             ,	20201208,	125218,
1771,	AAW064MR3006A       ,	2200,	UTC1000S    ,	AAW064MR3006A-2200-Criteria             ,	20201208,	125218,
1772,	AAW064MR3006A       ,	2200,	UTC2000     ,	AAW064MR3006A-2200-Criteria             ,	20201208,	125218,
1773,	AW064MR3010A        ,	2200,	UTC1000S    ,	AW064MR3010A-2200-Criteria              ,	20201208,	125218,
1774,	AW064MR3010A        ,	2200,	UTC2000     ,	AW064MR3010A-2200-Criteria              ,	20201208,	125218,
1775,	AAS063NW1019A       ,	2200,	MAXUM       ,	AAS063NW1019A-2200-Criteria             ,	20201208,	125218,
1776,	AW064MR3002C        ,	2200,	UTC1000S    ,	AW064MR3002C-2200-Criteria              ,	20201208,	125218,
1777,	AW064MR3002C        ,	2200,	UTC2000     ,	AW064MR3002C-2200-Criteria              ,	20201208,	125218,
1778,	AAW056TH1012B       ,	2200,	UTC2000     ,	AAW056TH1012B-2200-Criteria             ,	20201208,	125218,
1779,	AOK048TV1026B       ,	2200,	UTC1000S    ,	AOK048TV1026B-2200-Criteria             ,	20201208,	125218,
1780,	AOK048TV1026B       ,	2200,	UTC2000     ,	AOK048TV1026B-2200-Criteria             ,	20201208,	125218,
1781,	AOU084CC2004A       ,	2200,	UTC1000S    ,	AOU084CC2004A-2200-Criteria             ,	20201208,	125218,
1782,	AOU084CC2004A       ,	2200,	MAXUM-PLUS  ,	AOU084CC2004A-2200-Criteria             ,	20201208,	125218,
1783,	AOU084CC2004A       ,	2200,	MAXUM       ,	AOU084CC2004A-2200-Criteria             ,	20201208,	125218,
1784,	AAW064MZ3022A       ,	2200,	UTC1000S    ,	AAW064MZ3022A-2200-Criteria             ,	20201208,	125218,
1785,	AAW064MZ3022A       ,	2200,	UTC2000     ,	AAW064MZ3022A-2200-Criteria             ,	20201208,	125218,
1786,	GA054NB1002A        ,	2200,	UTC1000S    ,	GA054NB1002A-2200-Criteria              ,	20201208,	125218,
1787,	ALW078ED2001A       ,	2200,	UTC1000S    ,	ALW078ED2001A-2200-Criteria             ,	20201208,	125218,
1788,	ALW078ED2001A       ,	2200,	UTC2000     ,	ALW078ED2001A-2200-Criteria             ,	20201208,	125218,
1789,	ALW078ED2001A       ,	2200,	UTC3000     ,	ALW078ED2001A-2200-Criteria             ,	20201208,	125218,
1790,	AAB008YM2015A       ,	2200,	MAXUM       ,	AAB008YM2015A-2200-Criteria             ,	20201208,	125218,
1791,	AAB008YQ2012A       ,	2200,	MAXUM       ,	AAB008YQ2012A-2200-Criteria             ,	20201208,	125218,
1792,	AAW008YM2001B       ,	2200,	MAXUM       ,	AAW008YM2001B-2200-Criteria             ,	20201208,	125218,
1793,	AQB054TN1002A       ,	2200,	MAXUM       ,	AQB054TN1002A-2200-Criteria             ,	20201208,	125218,
1794,	TDACD066TN1007A-A   ,	2200,	UTC2000     ,	20180917-A-TDACD066TN1007A-A-2200-Criter,	20201208,	125218,
1795,	AAB096EF2002A       ,	2200,	UTC2000     ,	AAB096EF2002A-2200-Criteria             ,	20201208,	125218,
1796,	ABU180EK1002A       ,	2200,	UTC1000S    ,	ABU180EK1002A-2200-Criteria             ,	20201208,	125218,
1797,	ABU180EK1002A       ,	2200,	UTC2000     ,	ABU180EK1002A-2200-Criteria             ,	20201208,	125218,
1798,	ALP119CF5002B       ,	2200,	UTC2000     ,	ALP119CF5002B-2200-Criteria             ,	20201208,	125218,
1799,	ALP119CF5002B       ,	3200,	UTC2000     ,	ALP119CF5002B-3200-Criteria             ,	20201208,	125218,
1800,	AAW048TP1030B       ,	2200,	UTC1000S    ,	AAW048TP1030B-2200-Criteria             ,	20201208,	125218,
1801,	AAW048TP1030B       ,	2200,	UTC2000     ,	AAW048TP1030B-2200-Criteria             ,	20201208,	125218,
1802,	AAW048TP1007A       ,	2200,	UTC1000S    ,	AAW048TP1007A-2200-Criteria             ,	20201208,	125218,
1803,	AW048TP1004D        ,	2200,	UTC1000S    ,	AW048TP1004D-2200-Criteria              ,	20201208,	125218,
1804,	AW048TP1004D        ,	2200,	UTC2000     ,	AW048TP1004D-2200-Criteria              ,	20201208,	125218,
1805,	AAW048TP1003A       ,	2200,	UTC1000S    ,	AAW048TP1003A-2200-Criteria             ,	20201208,	125218,
1806,	AAW048TP1003A       ,	2200,	UTC2000     ,	AAW048TP1003A-2200-Criteria             ,	20201208,	125218,
1807,	AAW048TG1001A       ,	2200,	UTC1000S    ,	AAW048TG1001A-2200-Criteria             ,	20201208,	125218,
1808,	AAW048TG1001A       ,	2200,	UTC2000     ,	AAW048TG1001A-2200-Criteria             ,	20201208,	125218,
1809,	AAW024MA5003A       ,	2200,	UTC1000S    ,	AAW024MA5003A-2200-Criteria             ,	20201208,	125218,
1810,	AAW024MA5003A       ,	2200,	UTC2000     ,	AAW024MA5003A-2200-Criteria             ,	20201208,	125218,
1811,	AAS096EL1003B       ,	2200,	MAXUM       ,	AAS096EL1003B-2200-Criteria             ,	20201208,	125218,
1812,	AAB024MA5004A       ,	2200,	UTC1000S    ,	AAB024MA5004A-2200-Criteria             ,	20201208,	125218,
1813,	AAB024MA5004A       ,	2200,	UTC2000     ,	AAB024MA5004A-2200-Criteria             ,	20201208,	125218,
1814,	AAB024MA5007A       ,	2200,	UTC1000S    ,	AAB024MA5007A-2200-Criteria             ,	20201208,	125218,
1815,	AAB024MA6001B       ,	2200,	UTC1000S    ,	AAB024MA6001B-2200-Criteria             ,	20201208,	125218,
1816,	AAB024MA6006A       ,	2200,	UTC1000S    ,	AAB024MA6006A-2200-Criteria             ,	20201208,	125218,
1817,	AAB024MA6006A       ,	2200,	UTC2000     ,	AAB024MA6006A-2200-Criteria             ,	20201208,	125218,
1818,	AAB024MA6007A       ,	2200,	UTC1000S    ,	AAB024MA6007A-2200-Criteria             ,	20201208,	125218,
1819,	ANI016YA1006A       ,	2200,	MAXUM       ,	ANI016YA1006A-2200-Criteria             ,	20201208,	125218,
1820,	ABW064AE1007A       ,	2200,	MAXUM       ,	ABW064AE1007A-2200-Criteria             ,	20201208,	125218,
1821,	AOK044TB1007B       ,	2200,	UTC1000S    ,	AOK044TB1007B-2200-Criteria             ,	20201208,	125218,
1822,	AAB024MA6015A       ,	2200,	UTC1000S    ,	AAB024MA6015A-2200-Criteria             ,	20201208,	125218,
1823,	AAB024MA6015A       ,	2200,	UTC2000     ,	AAB024MA6015A-2200-Criteria             ,	20201208,	125218,
1824,	AAW024MA5001A       ,	2200,	UTC1000S    ,	AAW024MA5001A-2200-Criteria             ,	20201208,	125218,
1825,	AAW024MA5002A       ,	2200,	UTC1000S    ,	AAW024MA5002A-2200-Criteria             ,	20201208,	125218,
1826,	AAW024MA5004A       ,	2200,	UTC1000S    ,	AAW024MA5004A-2200-Criteria             ,	20201208,	125218,
1827,	AUL060CP3003A       ,	2200,	UTC1000S    ,	AUL060CP3003A-2200-Criteria             ,	20201208,	125218,
1828,	AAB008YM2017A       ,	2200,	MAXUM       ,	AAB008YM2017A-2200-Criteria             ,	20201208,	125218,
1829,	AAB008YD2001A       ,	2200,	MAXUM       ,	AAB008YD2001A-2200-Criteria             ,	20201208,	125218,
1830,	AAB008YD2002A       ,	2200,	MAXUM       ,	AAB008YD2002A-2200-Criteria             ,	20201208,	125218,
1831,	AAS063NW1020A       ,	2200,	MAXUM       ,	AAS063NW1020A-2200-Criteria             ,	20201208,	125218,
1832,	AHQ0282L1002A       ,	2200,	ICONN       ,	AHQ0282L1002A-2200-Criteria             ,	20201208,	125218,
1833,	AAW024MA6003B       ,	2200,	UTC1000S    ,	AAW024MA6003B-2200-Criteria             ,	20201208,	125218,
1834,	AAW024MA5012A       ,	2200,	UTC1000S    ,	AAW024MA5012A-2200-Criteria             ,	20201208,	125218,
1835,	AAW024MA5012A       ,	2200,	UTC2000     ,	AAW024MA5012A-2200-Criteria             ,	20201208,	125218,
1836,	AAW024MA6011B       ,	2200,	UTC1000S    ,	AAW024MA6011B-2200-Criteria             ,	20201208,	125218,
1837,	AAW024MA6014A       ,	2200,	UTC1000S    ,	AAW024MA6014A-2200-Criteria             ,	20201208,	125218,
1838,	AAW024MA6014A       ,	2200,	UTC2000     ,	AAW024MA6014A-2200-Criteria             ,	20201208,	125218,
1839,	ABU165ML4002A       ,	2200,	UTC1000S    ,	ABU165ML4002A-2200-Criteria             ,	20201208,	125218,
1840,	AW056TH1003D        ,	2200,	UTC1000S    ,	AW056TH1003D-2200-Criteria              ,	20201208,	125218,
1841,	AMS078EH1002A       ,	2200,	UTC1000S    ,	AMS078EH1002A-2200-Criteria             ,	20201208,	125218,
1842,	AMS078EH1002A       ,	2200,	UTC2000     ,	AMS078EH1002A-2200-Criteria             ,	20201208,	125218,
1843,	AMS078EH1002A       ,	2200,	MAXUM-BASE  ,	AMS078EH1002A-2200-Criteria             ,	20201208,	125218,
1844,	AMS078EH1002A       ,	2200,	MAXUM-PLUS  ,	AMS078EH1002A-2200-Criteria             ,	20201208,	125218,
1845,	AMS078EH1002A       ,	2200,	MAXUM       ,	AMS078EH1002A-2200-Criteria             ,	20201208,	125218,
1846,	AOK048TV1009B       ,	2200,	UTC1000S    ,	AOK048TV1009B-2200-Criteria             ,	20201208,	125218,
1847,	AAW048TP1009A       ,	2200,	UTC1000S    ,	AAW048TP1009A-2200-Criteria             ,	20201208,	125218,
1848,	AOK056TH1003A       ,	2200,	UTC1000S    ,	AOK056TH1003A-2200-Criteria             ,	20201208,	125218,
1849,	AAW024MA6017B       ,	2200,	UTC2000     ,	AAW024MA6017B-2200-Criteria             ,	20201208,	125218,
1850,	AAB008YQ2013A       ,	2200,	MAXUM       ,	AAB008YQ2013A-2200-Criteria             ,	20201208,	125218,
1851,	AAB008YQ2013A       ,	2200,	ICONN       ,	AAB008YQ2013A-2200-Criteria             ,	20201208,	125218,
1852,	AAB008YQ2013A       ,	3200,	MAXUM       ,	AAB008YQ2013A-3200-Criteria             ,	20201208,	125218,
1853,	AAB008YQ2013A       ,	3200,	ICONN       ,	AAB008YQ2013A-3200-Criteria             ,	20201208,	125218,
1854,	AW008YM1005A        ,	2200,	MAXUM-PLUS  ,	AW008YM1005A-2200-Criteria              ,	20201208,	125218,
1855,	AW008YM1005A        ,	2200,	MAXUM       ,	AW008YM1005A-2200-Criteria              ,	20201208,	125218,
1856,	AOI064AE2003A       ,	2200,	MAXUM       ,	AOI064AE2003A-2200-Criteria             ,	20201208,	125218,
1857,	AAB008YD2004A       ,	2200,	MAXUM       ,	AAB008YD2004A-2200-Criteria             ,	20201208,	125218,
1858,	AAB008Y62008A       ,	2200,	MAXUM-PLUS  ,	AAB008Y62008A-2200-Criteria             ,	20201208,	125218,
1859,	AAB008Y62008A       ,	2200,	MAXUM       ,	AAB008Y62008A-2200-Criteria             ,	20201208,	125218,
1860,	ANI016YU1014D       ,	2200,	MAXUM       ,	ANI016YU1014D-2200-Criteria             ,	20201208,	125218,
