OPER,CUST,B/D#,MODEL,G.UPH
2200,MXIC,AAW016D53004A,UTC2000,92.3769
2200,MXIC,AAW016D53004A,UTC2000S,90.66135
2200,MXIC,AAW016D53004A,UTC3000,90.66135
2200,MXIC,AAW016D53004A,UTC1000,90.66135
2200,MXIC,AAW016D53004A,UTC1000S,90.66135
2200,MXIC,AAW016D53004A,MAXUM,90.66135
2200,MXIC,AAW016D53004A,MAXUM-CU,90.66135
2200,MXIC,AAW016D53004A,ICONN,90.66135
2200,MXIC,AAW016D53004A,MAXUM-BASE,90.66135
2200,MXIC,AAW016D53004A,UTC5000S,107.6208
2200,MXIC,AAW016D53004A,MAXUM-PLUS,79.2414
2200,MXIC,AAW016D53004A,ICONN-PLUS,90.66135
2200,MXIC,AAW016D53004A,RAPID,90.66135
2200,MXIC,AAW016D53004A,UTC1000S,90.66135
2200,MXIC,AAW016D53004A,UTC1000,90.66135
2200,MXIC,AAW016D53004A,UTC2000S,90.66135
2200,MXIC,AAW016D53004A,UTC3000,90.66135
2200,MXIC,AAW016D53004A,UTC2000,92.3769
2200,MXIC,AAW016D53004A,MAXUM,90.66135
2200,MXIC,AAW016D53004A,MAXUM-CU,90.66135
2200,MXIC,AAW016D53004A,ICONN,90.66135
2200,MXIC,AAW016D53004A,MAXUM-BASE,90.66135
2200,MXIC,AAW016D53004A,UTC5000S,107.6208
2200,MXIC,AAW016D53004A,MAXUM-PLUS,79.2414
2200,MXIC,AAW016D53004A,ICONN-PLUS,90.66135
2200,MXIC,AAW016D53004A,RAPID,90.66135
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53017A,,0.0
2200,MXIC,AAW016D53018A,,0.0
2200,MXIC,AAW016D53018A,,0.0
2200,MXIC,AAW016D53018A,,0.0
2200,MXIC,AAW016D53018A,,0.0
2200,MXIC,AAW016D53018A,,0.0
2200,MXIC,AAW016D53018A,,0.0
2200,MXIC,AAW016D53018A,,0.0
2200,MXIC,AAW016D53018A,,0.0
2200,MXIC,AAW016D53018A,,0.0
2200,MXIC,AAW016D53018A,,0.0
2200,MXIC,AAW016D53018A,,0.0
2200,MXIC,AAW016D53018A,,0.0
2200,MXIC,AAW016D53018A,,0.0
2200,PHISON,TDANV153XT8028A-A,,0.0
2200,PHISON,TDANV153XT8028A-A,,0.0
2200,PHISON,TDANV153XT8028A-A,,0.0
2200,PHISON,TDANV153XT8028A-A,,0.0
2200,PHISON,TDANV153XT8028A-A,,0.0
2200,PHISON,TDANV153XT8028A-A,,0.0
2200,PHISON,TDANV153XT8028A-A,,0.0
2200,PHISON,ANV0086A1032A,ICONN-PLUS,100.1652
2200,PHISON,ANV0086A1032A,MAXUM-PLUS,98.86224999999999
2200,PHISON,ANV0086A1032A,MAXUM-CU,98.86224999999999
2200,PHISON,ANV0086A1032A,MAXUM-BASE,98.86224999999999
2200,PHISON,ANV0086A1032A,ICONN,98.86224999999999
2200,PHISON,ANV0086A1032A,MAXUM,98.86224999999999
2200,PHISON,ANV0086A1032A,RAPID,97.5593
2200,PHISON,ANV0086A1065A,MAXUM-PLUS,108.1061
2200,PHISON,ANV0086A1065A,MAXUM-CU,191.23678333333336
2200,PHISON,ANV0086A1065A,MAXUM,191.23678333333336
2200,PHISON,ANV0086A1065A,MAXUM-BASE,191.23678333333336
2200,PHISON,ANV0086A1065A,ICONN,191.23678333333336
2200,PHISON,ANV0086A1065A,RAPID,191.23678333333336
2200,PHISON,ANV0086A1065A,ICONN-PLUS,191.23678333333336
2200,PHISON,ANV345XTB016A,,0.0
2200,PHISON,ANV345XTB016A,,0.0
2200,PHISON,ANV345XTB016A,,0.0
2200,PHISON,ANV345XTB016A,,0.0
2200,PHISON,ANV345XTB016A,,0.0
2200,PHISON,ANV345XTB016A,,0.0
2200,PHISON,ANV345XTB016A,,0.0
2200,PHISON,ANV345XTB016A,,0.0
2200,PHISON,ANV345XTB016A,,0.0
2200,PHISON,ANV345XTB016A,,0.0
2200,PHISON,ANV345XTB016A,,0.0
2200,PHISON,ANV345XTB016A,,0.0
2200,PHISON,ANV153XT9071A,UTC2000S,109.4926
2200,PHISON,ANV153XT9071A,UTC2000,109.4926
2200,PHISON,ANV153XT9071A,UTC1000S,109.4926
2200,PHISON,ANV153XT9071A,UTC3000,109.4926
2200,PHISON,ANV153XT9071A,UTC1000,109.4926
2200,PHISON,ANV153XT9071A,MAXUM-PLUS,109.4926
2200,PHISON,ANV153XT9071A,RAPID,109.4926
2200,PHISON,ANV153XT9071A,MAXUM-CU,109.4926
2200,PHISON,ANV153XT9071A,MAXUM,109.4926
2200,PHISON,ANV153XT9071A,MAXUM-BASE,109.4926
2200,PHISON,ANV153XT9071A,ICONN,109.4926
2200,PHISON,ANV153XT9071A,ICONN-PLUS,109.4926
2200,PHISON,ANV153XT9070A,,0.0
2200,PHISON,ANV153XT9070A,,0.0
2200,PHISON,ANV153XT9070A,,0.0
2200,PHISON,ANV153XT9070A,,0.0
2200,PHISON,ANV153XT9070A,,0.0
2200,PHISON,ANV153XT9070A,,0.0
2200,PHISON,ANV153XT9070A,,0.0
2200,PHISON,ANV153XT9070A,,0.0
2200,PHISON,ANV153XT9070A,,0.0
2200,PHISON,ANV153XT9070A,,0.0
2200,PHISON,ANV153XT9070A,,0.0
2200,PHISON,ANV153XT9070A,,0.0
2200,HOSIN,ASS153XT3001A,UTC2000S,125.311275
2200,HOSIN,ASS153XT3001A,UTC1000,125.311275
2200,HOSIN,ASS153XT3001A,UTC1000S,125.311275
2200,HOSIN,ASS153XT3001A,UTC3000,125.311275
2200,HOSIN,ASS153XT3001A,UTC2000,127.2132
2200,HOSIN,ASS153XT3001A,ICONN-PLUS,125.311275
2200,HOSIN,ASS153XT3001A,MAXUM-PLUS,125.311275
2200,HOSIN,ASS153XT3001A,MAXUM-CU,125.311275
2200,HOSIN,ASS153XT3001A,RAPID,125.311275
2200,HOSIN,ASS153XT3001A,MAXUM-BASE,125.311275
2200,HOSIN,ASS153XT3001A,ICONN,125.311275
2200,HOSIN,ASS153XT3001A,MAXUM,125.311275
2200,PHISON,ANV0086A1075A,MAXUM-PLUS,159.7116
2200,PHISON,ANV0086A1075A,MAXUM-CU,204.69398
2200,PHISON,ANV0086A1075A,MAXUM-BASE,204.69398
2200,PHISON,ANV0086A1075A,ICONN,236.9883
2200,PHISON,ANV0086A1075A,MAXUM,190.3692
2200,PHISON,ANV0086A1075A,RAPID,187.1041
2200,PHISON,ANV0086A1075A,ICONN-PLUS,249.2967
2200,PHISON,ANV0086A1076A,RAPID,178.9209
2200,PHISON,ANV0086A1076A,ICONN,236.9883
2200,PHISON,ANV0086A1076A,MAXUM,225.2728
2200,PHISON,ANV0086A1076A,MAXUM-BASE,220.92579999999998
2200,PHISON,ANV0086A1076A,MAXUM-CU,220.92579999999998
2200,PHISON,ANV0086A1076A,MAXUM-PLUS,214.1503
2200,PHISON,ANV0086A1076A,ICONN-PLUS,249.2967
2200,PHISON,ANV0086A1069A,ICONN,236.9883
2200,PHISON,ANV0086A1069A,MAXUM,225.2728
2200,PHISON,ANV0086A1069A,RAPID,187.2014
2200,PHISON,ANV0086A1069A,MAXUM-BASE,211.76518000000002
2200,PHISON,ANV0086A1069A,ICONN-PLUS,249.2967
2200,PHISON,ANV0086A1069A,MAXUM-CU,211.76518000000002
2200,PHISON,ANV0086A1069A,MAXUM-PLUS,160.0667
2200,PHISON,ANV0086A1065A,MAXUM,225.2728
2200,PHISON,ANV0086A1065A,MAXUM-BASE,191.23678333333336
2200,PHISON,ANV0086A1065A,ICONN,236.9883
2200,PHISON,ANV0086A1065A,MAXUM-CU,191.23678333333336
2200,PHISON,ANV0086A1065A,RAPID,177.948
2200,PHISON,ANV0086A1065A,MAXUM-PLUS,149.8088
2200,PHISON,ANV0086A1065A,ICONN-PLUS,249.2967
2200,PHISON,ANV0086A1081A,MAXUM-BASE,221.11382000000003
2200,PHISON,ANV0086A1081A,MAXUM-CU,221.11382000000003
2200,PHISON,ANV0086A1081A,ICONN,227.695
2200,PHISON,ANV0086A1081A,MAXUM-PLUS,205.7069
2200,PHISON,ANV0086A1081A,ICONN-PLUS,239.511
2200,PHISON,ANV0086A1081A,MAXUM,181.4459
2200,PHISON,ANV0086A1081A,RAPID,251.2103
2200,PHISON,ANV0086A1081A,MAXUM-PLUS,205.7069
2200,PHISON,ANV0086A1081A,MAXUM-BASE,221.11382000000003
2200,PHISON,ANV0086A1081A,MAXUM-CU,221.11382000000003
2200,PHISON,ANV0086A1081A,ICONN-PLUS,239.511
2200,PHISON,ANV0086A1081A,MAXUM,181.4459
2200,PHISON,ANV0086A1081A,RAPID,251.2103
2200,PHISON,ANV0086A1081A,ICONN,227.695
2200,PHISON,ANV0086A1061A,MAXUM-PLUS,214.1503
2200,PHISON,ANV0086A1061A,ICONN-PLUS,249.2967
2200,PHISON,ANV0086A1061A,RAPID,177.948
2200,PHISON,ANV0086A1061A,MAXUM,225.2728
2200,PHISON,ANV0086A1061A,ICONN,236.9883
2200,PHISON,ANV0086A1061A,MAXUM-BASE,220.73122000000004
2200,PHISON,ANV0086A1061A,MAXUM-CU,220.73122000000004
2200,PHISON,ANV0086A1061A,ICONN-PLUS,249.2967
2200,PHISON,ANV0086A1061A,MAXUM-PLUS,214.1503
2200,PHISON,ANV0086A1061A,RAPID,177.948
2200,PHISON,ANV0086A1061A,MAXUM-CU,220.73122000000004
2200,PHISON,ANV0086A1061A,MAXUM-BASE,220.73122000000004
