¦C¼Æ,bd_id,oper,model,remark,trans_date,trans_time,
2620,	ABU008YQ2015A       ,	2200,	MAXUM       ,	20211126-D-ABU008YQ2015A-2200-Criteria  ,	20211126,	232631,
2621,	AAW008Y62024A       ,	2200,	RAPID       ,	20211126-D-AAW008Y62024A-2200-Criteria  ,	20211126,	233216,
2622,	AAW024MA6012A       ,	2200,	UTC1000S    ,	AAW024MA6012A-2200-Criteria             ,	20211127,	1528,
2623,	ANV132X2C025A       ,	2200,	UTC3000     ,	20211127-C-ANV132X2C025A-2200-Criteria  ,	20211127,	192703,
2624,	ANV132X2C025A       ,	2200,	UTC5000S    ,	20211127-C-ANV132X2C025A-2200-Criteria  ,	20211127,	192703,
2625,	AMS060NR1003A       ,	2200,	UTC1000S    ,	AMS060NR1003A-2200-Criteria             ,	20211127,	1529,
2626,	AAB024MAA017A       ,	2200,	UTC2000     ,	20211126-A-AAB024MAA017A-2200-Criteria  ,	20211126,	210231,
2627,	ABU024MA6008A       ,	2200,	UTC1000S    ,	20211126-A-ABU024MA6008A-2200-Criteria  ,	20211126,	211931,
2628,	ABU024MA6008A       ,	2200,	UTC2000     ,	20211126-A-ABU024MA6008A-2200-Criteria  ,	20211126,	211931,
2629,	AMS048TW1060A       ,	2200,	UTC2000     ,	20211126-C-AMS048TW1060A-2200-Criteria  ,	20211126,	212522,
