OPER,CUST,B/D#,MODEL,G.UPH
2200,MXIC,AAW016D53004A,UTC2000,92.3769
2200,MXIC,AAW016D53004A,UTC2000S,0.0000
2200,MXIC,AAW016D53004A,UTC1000,0.0000
2200,MXIC,AAW016D53004A,UTC3000,0.0000
2200,MXIC,AAW016D53004A,UTC1000S,0.0000
2200,MXIC,AAW016D53004A,RAPID,0.0000
2200,MXIC,AAW016D53004A,ICONN-PLUS,0.0000
2200,MXIC,AAW016D53004A,MAXUM-PLUS,79.2414
2200,MXIC,AAW016D53004A,MAXUM-BASE,0.0000
2200,MXIC,AAW016D53004A,MAXUM-CU,0.0000
2200,MXIC,AAW016D53004A,UTC5000S,107.6208
2200,MXIC,AAW016D53004A,MAXUM,0.0000
2200,MXIC,AAW016D53004A,ICONN,0.0000
2200,MXIC,AAW016D53004A,UTC1000,0.0000
2200,MXIC,AAW016D53004A,UTC3000,0.0000
2200,MXIC,AAW016D53004A,UTC1000S,0.0000
2200,MXIC,AAW016D53004A,UTC2000,92.3769
2200,MXIC,AAW016D53004A,UTC2000S,0.0000
2200,MXIC,AAW016D53004A,ICONN-PLUS,0.0000
2200,MXIC,AAW016D53004A,MAXUM-PLUS,79.2414
2200,MXIC,AAW016D53004A,MAXUM-BASE,0.0000
2200,MXIC,AAW016D53004A,MAXUM-CU,0.0000
2200,MXIC,AAW016D53004A,MAXUM,0.0000
2200,MXIC,AAW016D53004A,RAPID,0.0000
2200,MXIC,AAW016D53004A,ICONN,0.0000
2200,MXIC,AAW016D53004A,UTC5000S,107.6208
2200,MXIC,AAW016D53019A,,0.0000
2200,MXIC,AAW016D53019A,,0.0000
2200,MXIC,AAW016D53019A,,0.0000
2200,MXIC,AAW016D53019A,,0.0000
2200,MXIC,AAW016D53019A,,0.0000
2200,MXIC,AAW016D53019A,,0.0000
2200,MXIC,AAW016D53019A,,0.0000
2200,MXIC,AAW016D53019A,,0.0000
2200,MXIC,AAW016D53019A,,0.0000
2200,MXIC,AAW016D53019A,,0.0000
2200,MXIC,AAW016D53019A,,0.0000
2200,MXIC,AAW016D53019A,,0.0000
2200,MXIC,AAW016D53019A,,0.0000
2200,MXIC,AAW016D53017A,,0.0000
2200,MXIC,AAW016D53017A,,0.0000
2200,MXIC,AAW016D53017A,,0.0000
2200,MXIC,AAW016D53017A,,0.0000
2200,MXIC,AAW016D53017A,,0.0000
2200,MXIC,AAW016D53017A,,0.0000
2200,MXIC,AAW016D53017A,,0.0000
2200,MXIC,AAW016D53017A,,0.0000
2200,MXIC,AAW016D53017A,,0.0000
2200,MXIC,AAW016D53017A,,0.0000
2200,MXIC,AAW016D53017A,,0.0000
2200,MXIC,AAW016D53017A,,0.0000
2200,MXIC,AAW016D53017A,,0.0000
2200,PHISON,TDANV153XT8028A-A,,0.0000
2200,PHISON,TDANV153XT8028A-A,,0.0000
2200,PHISON,TDANV153XT8028A-A,,0.0000
2200,PHISON,TDANV153XT8028A-A,,0.0000
2200,PHISON,TDANV153XT8028A-A,,0.0000
2200,PHISON,TDANV153XT8028A-A,,0.0000
2200,PHISON,TDANV153XT8028A-A,,0.0000
2200,PHISON,ANV0086A1032A,ICONN-PLUS,100.1652
2200,PHISON,ANV0086A1032A,MAXUM-PLUS,0.0000
2200,PHISON,ANV0086A1032A,ICONN,0.0000
2200,PHISON,ANV0086A1032A,RAPID,97.5593
2200,PHISON,ANV0086A1032A,MAXUM-CU,0.0000
2200,PHISON,ANV0086A1032A,MAXUM-BASE,0.0000
2200,PHISON,ANV0086A1032A,MAXUM,0.0000
2200,PHISON,ANV0086A1065A,MAXUM,0.0000
2200,PHISON,ANV0086A1065A,MAXUM-BASE,0.0000
2200,PHISON,ANV0086A1065A,MAXUM-CU,0.0000
2200,PHISON,ANV0086A1065A,MAXUM-PLUS,108.1061
2200,PHISON,ANV0086A1065A,ICONN-PLUS,0.0000
2200,PHISON,ANV0086A1065A,ICONN,0.0000
2200,PHISON,ANV0086A1065A,RAPID,0.0000
2200,PHISON,ANV345XTB016A,,0.0000
2200,PHISON,ANV345XTB016A,,0.0000
2200,PHISON,ANV345XTB016A,,0.0000
2200,PHISON,ANV345XTB016A,,0.0000
2200,PHISON,ANV345XTB016A,,0.0000
2200,PHISON,ANV345XTB016A,,0.0000
2200,PHISON,ANV345XTB016A,,0.0000
2200,PHISON,ANV345XTB016A,,0.0000
2200,PHISON,ANV345XTB016A,,0.0000
2200,PHISON,ANV345XTB016A,,0.0000
2200,PHISON,ANV345XTB016A,,0.0000
2200,PHISON,ANV345XTB016A,,0.0000
2200,PHISON,ANV153XT9085A,,0.0000
2200,PHISON,ANV153XT9085A,,0.0000
