assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,wlot_oper,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_crt_dat_al_3,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_crte_category,wlot_hold,prod_type,cust_code,package_id,po_no,wlot_mvin_perfmd,wlot_deleted,wlot_actl_mvin_dt,wlot_actl_mvin_tm,wlot_dt_last_trans,wlot_tm_last_trans,assy_issue,bd_id,assy_group,wlot_hold_category,da_type,tape_no,mark_type,test_entity,package_id1,wlot_owner,wb_date,sp_date,pack_date,ship_date,due_date,wafer_size,urgent_code,note_4,heat_block,heat_block_qty,pb_free,sps_status,ship_to,md_no,swr_id,swr_ver,wlot_hold_note,wlot_assy_lot,assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,
	N33BWGF01  ,	2,	2470,	2020/8/13 下午 01:26:13,	WSM       ,	Y,	3720,	N33BWGF01  ,	AKM          ,	WLCSP          ,	000IABW108               ,	WSDP137A                                          ,	520,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK07314-XC2-FI{FT1}{FRM-PP}                       ,	5K3G34                   ,	N,	N,	0,	0,	20200813,	134128,	2020/8/13 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK07314-XC2-FI{FT1}{FRM-PP}                       ,	PROD        ,	2020/8/14 上午 12:00:00,	2020/8/15 上午 12:00:00,	2020/8/16 上午 12:00:00,	2020/8/17 上午 12:00:00,	2020/8/17 上午 12:00:00,	8 ,	2G,	 A A B B                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200605006.E  ,	1,	封合不良                           ,	N33BWGF,	N33BWGF01  ,	2,	2470,	2020/8/13 下午 01:26:13,	WSM       ,	Y,
	N36BWBU44  ,	2,	2470,	2020/9/11 下午 06:47:42,	WSM       ,	Y,	3720,	N36BWBU44  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200911,	184741,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU44  ,	2,	2470,	2020/9/11 下午 06:47:42,	WSM       ,	Y,
	N36BWBU48  ,	2,	2470,	2020/9/12 上午 01:47:10,	WSM       ,	Y,	3720,	N36BWBU48  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200912,	14710,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU48  ,	2,	2470,	2020/9/12 上午 01:47:10,	WSM       ,	Y,
	N36BWBU52  ,	2,	2470,	2020/9/12 上午 08:20:03,	WSM       ,	Y,	3720,	N36BWBU52  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200912,	82003,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU52  ,	2,	2470,	2020/9/12 上午 08:20:03,	WSM       ,	Y,
	P23BWF880  ,	2,	2470,	2021/6/4 下午 07:33:43,	WSM       ,	Y,	3720,	P23BWF880  ,	AKM          ,	WLCSP          ,	000IABW112               ,	WSDS110A                                          ,	8000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK09973AUC0-B4{FT1}{FRM-PP}                       ,	5K3Z99                   ,	N,	N,	0,	0,	20210604,	215243,	2021/6/2 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK09973AUC0-B4{FT1}{FRM-PP}                       ,	PROD        ,	2021/6/3 上午 12:00:00,	2021/6/4 上午 12:00:00,	2021/6/5 上午 12:00:00,	2021/6/6 上午 12:00:00,	2021/6/6 上午 12:00:00,	8 ,	,	 A C C A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	異物                               ,	P23BWF8,	P23BWF880  ,	2,	2470,	2021/6/4 下午 07:33:43,	WSM       ,	Y,
	P33BWA411  ,	2,	2470,	2021/8/12 下午 10:22:54,	WSM       ,	Y,	3720,	P33BWA411  ,	AKM          ,	WLCSP          ,	000IABW031               ,	WS99119A                                          ,	10000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK09912AUC0-B3{FT1}{DSPP}                         ,	5K4A23                   ,	N,	N,	0,	0,	20210812,	231738,	2021/8/9 上午 12:00:00,	ENG                 ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK09912AUC0-B3{FT1}{DSPP}                         ,	PROD        ,	2021/8/10 上午 12:00:00,	2021/8/11 上午 12:00:00,	2021/8/12 上午 12:00:00,	2021/8/13 上午 12:00:00,	2021/8/13 上午 12:00:00,	8 ,	,	 D B C B                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	卡料                               ,	P33BWA4,	P33BWA411  ,	2,	2470,	2021/8/12 下午 10:22:54,	WSM       ,	Y,
	P39BWCF62  ,	2,	2470,	2021/10/2 下午 03:30:16,	WSM       ,	Y,	3720,	P39BWCF62  ,	AKM          ,	WLCSP          ,	000IABW112               ,	WSDS127A                                          ,	8000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK09973AUC0-B4{FT1}{FRM-PP}                       ,	5K4627                   ,	N,	N,	0,	0,	20211002,	153430,	2021/9/24 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK09973AUC0-B4{FT1}{FRM-PP}                       ,	PROD        ,	2021/9/25 上午 12:00:00,	2021/9/26 上午 12:00:00,	2021/9/27 上午 12:00:00,	2021/9/28 上午 12:00:00,	2021/9/28 上午 12:00:00,	8 ,	,	 A C C A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	口袋破損                           ,	P39BWCF,	P39BWCF62  ,	2,	2470,	2021/10/2 下午 03:30:16,	WSM       ,	Y,
	P40BWCI87  ,	2,	2470,	2021/10/10 上午 07:30:40,	WSM       ,	Y,	3720,	P40BWCI87  ,	AKM          ,	WLCSP          ,	000IABW112               ,	WSDS128A                                          ,	8000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK09973AUC0-B4{FT1}{FRM-PP}                       ,	5K4627                   ,	N,	N,	0,	0,	20211010,	73112,	2021/9/29 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK09973AUC0-B4{FT1}{FRM-PP}                       ,	PROD        ,	2021/9/30 上午 12:00:00,	2021/10/1 上午 12:00:00,	2021/10/2 上午 12:00:00,	2021/10/3 上午 12:00:00,	2021/10/3 上午 12:00:00,	8 ,	,	 A C C A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	空包                               ,	P40BWCI,	P40BWCI87  ,	2,	2470,	2021/10/10 上午 07:30:40,	WSM       ,	Y,
	P42BWAJ62  ,	2,	2470,	2021/10/20 上午 06:59:41,	WSM       ,	Y,	3720,	P42BWAJ62  ,	AKM          ,	WLCSP          ,	000IABW112               ,	WSDS132A                                          ,	8000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK09973AUC0-B4{FT1}{FRM-PP}                       ,	5K4627                   ,	N,	N,	0,	0,	20211020,	70724,	2021/10/11 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK09973AUC0-B4{FT1}{FRM-PP}                       ,	PROD        ,	2021/10/12 上午 12:00:00,	2021/10/13 上午 12:00:00,	2021/10/14 上午 12:00:00,	2021/10/15 上午 12:00:00,	2021/10/15 上午 12:00:00,	8 ,	,	 A C C A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	口袋壓傷                           ,	P42BWAJ,	P42BWAJ62  ,	2,	2470,	2021/10/20 上午 06:59:41,	WSM       ,	Y,
	P43BWHE44  ,	2,	2470,	2021/10/28 下午 04:09:11,	WSM       ,	Y,	3720,	P43BWHE44  ,	AKM          ,	WLCSP          ,	000IABW123               ,	WSDW113A                                          ,	10000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK07315DXC2-F4{FT1}{FRM-PP}                       ,	5K4956                   ,	N,	N,	0,	0,	20211028,	160959,	2021/10/23 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK07315DXC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2021/10/24 上午 12:00:00,	2021/10/25 上午 12:00:00,	2021/10/26 上午 12:00:00,	2021/10/27 上午 12:00:00,	2021/10/27 上午 12:00:00,	8 ,	,	 B C D A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	空包                               ,	P43BWHE,	P43BWHE44  ,	2,	2470,	2021/10/28 下午 04:09:11,	WSM       ,	Y,
	P80CMNR01  ,	2,	2470,	2021/8/19 下午 07:18:34,	WSM       ,	Y,	3720,	P80CMNR01  ,	ENG          ,	WLCSP          ,	000IACM233ENG            ,	130027000                                         ,	5000,	0,	3720,	A2,	Y,	TSOP  ,	CM,	ARE70K0WA0-A01-ENG                                ,	ERA2107XXX               ,	N,	N,	0,	0,	20210820,	64436,	2021/8/11 上午 12:00:00,	                    ,	,	EH    ,	M,	                         ,	          ,	               ,	ARE70K0WA0-A01-ENG                                ,	ENG         ,	2021/8/12 上午 12:00:00,	2021/8/13 上午 12:00:00,	2021/8/14 上午 12:00:00,	2021/8/15 上午 12:00:00,	2021/8/15 上午 12:00:00,	12,	 E,	 B A A B A                                                                      ,	                    ,	0,	 N,	     ,	CM99    ,	                         ,	20210810010.E  ,	1,	待製程指示                         ,	P80CMNR,	P80CMNR01  ,	2,	2470,	2021/8/19 下午 07:18:34,	WSM       ,	Y,
	PD2MSCG01  ,	2,	2460,	2021/8/4 上午 02:05:15,	WSM       ,	Y,	5065,	PD2MSCG01  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	206638B.01L                                       ,	3600,	0,	5065,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	1184153                  ,	N,	N,	0,	0,	20210813,	51605,	2021/8/3 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2021/8/15 上午 12:00:00,	2021/8/21 上午 12:00:00,	2021/8/24 上午 12:00:00,	2021/8/24 上午 12:00:00,	2021/8/24 上午 12:00:00,	,	,	 C G A A D                                                                      ,	                    ,	0,	Y3,	     ,	MS09    ,	1081G771S1               ,	,	,	                                   ,	PD2MSCG,	PD2MSCG01  ,	2,	2460,	2021/8/4 上午 02:05:15,	WSM       ,	Y,
	PE0MSH402  ,	2,	2460,	2021/10/2 下午 04:57:30,	WSM       ,	Y,	5065,	PE0MSH402  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	568454K.00K                                       ,	5600,	0,	5065,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1234449                  ,	N,	N,	0,	0,	20211005,	35321,	2021/10/2 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2021/10/14 上午 12:00:00,	2021/10/20 上午 12:00:00,	2021/10/23 上午 12:00:00,	2021/10/23 上午 12:00:00,	2021/10/23 上午 12:00:00,	,	,	 C Q D C H                                                                      ,	                    ,	0,	Y3,	     ,	MS09    ,	1081G771S1               ,	,	,	                                   ,	PE0MSH4,	PE0MSH402  ,	2,	2460,	2021/10/2 下午 04:57:30,	WSM       ,	Y,
	PF1MSEC02  ,	2,	2460,	2021/12/17 下午 04:12:28,	WSM       ,	Y,	5065,	PF1MSEC02  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	531661L.00L                                       ,	6000,	0,	5065,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	1293662                  ,	N,	N,	0,	0,	20211220,	222001,	2021/12/16 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2021/12/26 上午 12:00:00,	2021/12/31 上午 12:00:00,	2022/1/5 上午 12:00:00,	2022/1/5 上午 12:00:00,	2022/1/10 上午 12:00:00,	,	,	 A E B A C                                                                      ,	                    ,	0,	Y3,	     ,	MS36    ,	1081G771S1               ,	,	,	                                   ,	PF1MSEC,	PF1MSEC02  ,	2,	2460,	2021/12/17 下午 04:12:28,	WSM       ,	Y,
	PXXAWAL    ,	,	2000,	2021/6/17 下午 03:42:38,	S2784     ,	Y,	2070,	PXXAWAL    ,	ChipMOS      ,	MBGA64J4U      ,	064MRAW028               ,	5J216203                                          ,	104,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6684H-64XA91IYN299                                ,	4525730360-10            ,	N,	N,	0,	0,	20210617,	154238,	2021/6/17 上午 12:00:00,	AAW064MR1007A       ,	,	      ,	M,	                         ,	          ,	               ,	6684H-64XA91IYN299                                ,	PROD        ,	2021/6/22 上午 12:00:00,	2021/6/23 上午 12:00:00,	2021/6/24 上午 12:00:00,	2021/6/25 上午 12:00:00,	2021/6/23 上午 12:00:00,	8 ,	,	,	A0801CB0746         ,	20,	Y3,	     ,	,	,	,	,	                                   ,	PXXAWAL,	PXXAWAL    ,	,	2000,	2021/6/17 下午 03:42:38,	S2784     ,	Y,
	PXXAWAL    ,	,	2003,	2021/6/17 下午 03:42:38,	S2784     ,	Y,	2070,	PXXAWAL    ,	ChipMOS      ,	MBGA64J4U      ,	064MRAW028               ,	5J216203                                          ,	104,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6684H-64XA91IYN299                                ,	4525730360-10            ,	N,	N,	0,	0,	20210617,	154238,	2021/6/17 上午 12:00:00,	AAW064MR1007A       ,	,	      ,	M,	                         ,	          ,	               ,	6684H-64XA91IYN299                                ,	PROD        ,	2021/6/22 上午 12:00:00,	2021/6/23 上午 12:00:00,	2021/6/24 上午 12:00:00,	2021/6/25 上午 12:00:00,	2021/6/23 上午 12:00:00,	8 ,	,	,	A0801CB0746         ,	20,	Y3,	     ,	,	,	,	,	                                   ,	PXXAWAL,	PXXAWAL    ,	,	2003,	2021/6/17 下午 03:42:38,	S2784     ,	Y,
	PXXAWAL    ,	,	2005,	2021/6/17 下午 03:42:38,	S2784     ,	Y,	2070,	PXXAWAL    ,	ChipMOS      ,	MBGA64J4U      ,	064MRAW028               ,	5J216203                                          ,	104,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6684H-64XA91IYN299                                ,	4525730360-10            ,	N,	N,	0,	0,	20210617,	154238,	2021/6/17 上午 12:00:00,	AAW064MR1007A       ,	,	      ,	M,	                         ,	          ,	               ,	6684H-64XA91IYN299                                ,	PROD        ,	2021/6/22 上午 12:00:00,	2021/6/23 上午 12:00:00,	2021/6/24 上午 12:00:00,	2021/6/25 上午 12:00:00,	2021/6/23 上午 12:00:00,	8 ,	,	,	A0801CB0746         ,	20,	Y3,	     ,	,	,	,	,	                                   ,	PXXAWAL,	PXXAWAL    ,	,	2005,	2021/6/17 下午 03:42:38,	S2784     ,	Y,
