OPER,CUST,B/D#,MODEL,G.UPH,N.UPH
2200,PHISON,ANV0086A1080A,,219.54997999999995,0.0
2200,PHISON,ANV0086A1080A,,219.54997999999995,0.0
2200,PHISON,ANV0086A1080A,,219.54997999999995,0.0
2200,PHISON,ANV0086A1080A,,219.54997999999995,0.0
2200,PHISON,ANV0086A1080A,,219.54997999999995,0.0
2200,PHISON,ANV0086A1080A,,219.54997999999995,0.0
2200,PHISON,ANV0086A1080A,,219.54997999999995,0.0
2200,MXIC,AAW016D53004A,UTC2000,92.3769,82.0538
2200,MXIC,AAW016D53004A,UTC3000,89.62491428571427,0.0
2200,MXIC,AAW016D53004A,UTC2000S,89.62491428571427,0.0
2200,MXIC,AAW016D53004A,UTC1000,89.62491428571427,0.0
2200,MXIC,AAW016D53004A,UTC1000S,89.62491428571427,0.0
2200,MXIC,AAW016D53004A,UTC5000S,107.6208,95.5942
2200,MXIC,AAW016D53004A,MAXUM-BASE,89.62491428571427,0.0
2200,MXIC,AAW016D53004A,ICONN-PLUS,89.62491428571427,0.0
2200,MXIC,AAW016D53004A,MAXUM-CU,89.62491428571427,0.0
2200,MXIC,AAW016D53004A,MAXUM,89.62491428571427,0.0
2200,MXIC,AAW016D53004A,ICONN,89.62491428571427,0.0
2200,MXIC,AAW016D53004A,RAPID,89.62491428571427,0.0
2200,MXIC,AAW016D53004A,MAXUM-PLUS,79.2414,70.3862
2200,ETRON,ACD008DR1031A,,0.0,0.0
2200,ETRON,ACD008DR1031A,,0.0,0.0
2200,ETRON,ACD008DR1031A,,0.0,0.0
2200,ETRON,ACD008DR1031A,,0.0,0.0
2200,ETRON,ACD008DR1031A,,0.0,0.0
2200,PHISON,TDANV153XT8028A-A,,0.0,0.0
2200,PHISON,TDANV153XT8028A-A,,0.0,0.0
2200,PHISON,TDANV153XT8028A-A,,0.0,0.0
2200,PHISON,TDANV153XT8028A-A,,0.0,0.0
2200,PHISON,TDANV153XT8028A-A,,0.0,0.0
2200,PHISON,TDANV153XT8028A-A,,0.0,0.0
2200,PHISON,TDANV153XT8028A-A,,0.0,0.0
2200,PHISON,ANV0086A1032A,MAXUM-BASE,98.86225,0.0
2200,PHISON,ANV0086A1032A,RAPID,97.5593,86.6571
2200,PHISON,ANV0086A1032A,ICONN-PLUS,100.1652,88.9717
2200,PHISON,ANV0086A1032A,MAXUM,98.86225,0.0
2200,PHISON,ANV0086A1032A,MAXUM-PLUS,98.86225,0.0
2200,PHISON,ANV0086A1032A,ICONN,98.86225,0.0
2200,PHISON,ANV0086A1032A,MAXUM-CU,98.86225,0.0
2200,PHISON,ANV0086A1065A,MAXUM-PLUS,108.1061,96.0252
2200,PHISON,ANV0086A1065A,RAPID,191.2367833333333,0.0
2200,PHISON,ANV0086A1065A,MAXUM-CU,191.2367833333333,0.0
2200,PHISON,ANV0086A1065A,ICONN-PLUS,191.2367833333333,0.0
2200,PHISON,ANV0086A1065A,MAXUM-BASE,191.2367833333333,0.0
2200,PHISON,ANV0086A1065A,MAXUM,191.2367833333333,0.0
2200,PHISON,ANV0086A1065A,ICONN,191.2367833333333,0.0
2200,PHISON,ANV345XTB016A,,0.0,0.0
2200,PHISON,ANV345XTB016A,,0.0,0.0
2200,PHISON,ANV345XTB016A,,0.0,0.0
2200,PHISON,ANV345XTB016A,,0.0,0.0
2200,PHISON,ANV345XTB016A,,0.0,0.0
2200,PHISON,ANV345XTB016A,,0.0,0.0
2200,PHISON,ANV345XTB016A,,0.0,0.0
2200,PHISON,ANV345XTB016A,,0.0,0.0
2200,PHISON,ANV345XTB016A,,0.0,0.0
2200,PHISON,ANV345XTB016A,,0.0,0.0
2200,PHISON,ANV345XTB016A,,0.0,0.0
2200,PHISON,ANV345XTB016A,,0.0,0.0
2200,WINBOND,AAB0083X1001A,UTC2000S,1056.3524333333332,0.0
2200,WINBOND,AAB0083X1001A,UTC2000,1282.6287,1139.2949
2200,WINBOND,AAB0083X1001A,UTC1000S,943.2143,837.8101
2200,WINBOND,AAB0083X1001A,UTC1000,1056.3524333333332,0.0
2200,WINBOND,AAB0083X1001A,UTC3000,1056.3524333333332,0.0
2200,ENG,AAB0083X1001A,UTC3000,1056.3524333333332,0.0
2200,ENG,AAB0083X1001A,UTC1000,1056.3524333333332,0.0
2200,ENG,AAB0083X1001A,UTC1000S,943.2143,837.8101
2200,ENG,AAB0083X1001A,UTC2000S,1056.3524333333332,0.0
2200,ENG,AAB0083X1001A,UTC2000,1056.3524333333332,0.0
2200,PHISON,ANV0086A1004A,MAXUM-CU,141.48517500000003,0.0
2200,PHISON,ANV0086A1004A,RAPID,141.48517500000003,0.0
2200,PHISON,ANV0086A1004A,MAXUM-BASE,141.48517500000003,0.0
2200,PHISON,ANV0086A1004A,MAXUM-PLUS,116.8819,103.8204
2200,PHISON,ANV0086A1004A,MAXUM,149.5618,132.8483
2200,PHISON,ANV0086A1004A,ICONN,149.7485,133.0141
2200,PHISON,ANV0086A1004A,ICONN-PLUS,149.7485,133.0141
2200,PHISON,ANV0086A1005A,ICONN,149.7485,133.0141
2200,PHISON,ANV0086A1005A,MAXUM-PLUS,155.7072,138.307
2200,PHISON,ANV0086A1005A,ICONN-PLUS,149.7485,133.0141
2200,PHISON,ANV0086A1005A,MAXUM,149.5618,132.8483
2200,PHISON,ANV0086A1005A,MAXUM-BASE,151.19150000000002,0.0
2200,PHISON,ANV0086A1005A,RAPID,151.19150000000002,0.0
2200,PHISON,ANV0086A1005A,MAXUM-CU,151.19150000000002,0.0
2200,PHISON,ANV0086A1017A,MAXUM-BASE,155.1008,0.0
2200,PHISON,ANV0086A1017A,MAXUM,149.5618,132.8483
2200,PHISON,ANV0086A1017A,ICONN,149.7485,133.0141
2200,PHISON,ANV0086A1017A,MAXUM-CU,155.1008,0.0
2200,PHISON,ANV0086A1017A,RAPID,155.1008,0.0
2200,PHISON,ANV0086A1017A,ICONN-PLUS,149.7485,133.0141
2200,PHISON,ANV0086A1017A,MAXUM-PLUS,171.3444,152.1967
2200,PHISON,ANV0086A1006A,MAXUM,149.5618,132.8483
2200,PHISON,ANV0086A1006A,MAXUM-PLUS,187.01,166.1116
2200,PHISON,ANV0086A1006A,ICONN-PLUS,149.7485,133.0141
2200,PHISON,ANV0086A1006A,RAPID,159.0172,0.0
2200,PHISON,ANV0086A1006A,MAXUM-BASE,159.0172,0.0
2200,PHISON,ANV0086A1006A,ICONN,149.7485,133.0141
2200,PHISON,ANV0086A1006A,MAXUM-CU,159.0172,0.0
2200,PHISON,ANV0086A1026A,MAXUM-BASE,175.48676000000003,0.0
2200,PHISON,ANV0086A1026A,MAXUM-CU,175.48676000000003,0.0
2200,PHISON,ANV0086A1026A,MAXUM-PLUS,176.5517,156.8221
2200,PHISON,ANV0086A1026A,ICONN-PLUS,149.1262,132.4614
2200,PHISON,ANV0086A1026A,RAPID,253.6886,225.3389
2200,PHISON,ANV0086A1026A,MAXUM,148.9411,132.297
2200,PHISON,ANV0086A1026A,ICONN,149.1262,132.4614
2200,PHISON,ANV0086A1027A,RAPID,165.5125,147.0165
2200,PHISON,ANV0086A1027A,ICONN-PLUS,149.1262,132.4614
2200,PHISON,ANV0086A1027A,ICONN,149.1262,132.4614
2200,PHISON,ANV0086A1027A,MAXUM-PLUS,163.6317,145.3459
2200,PHISON,ANV0086A1027A,MAXUM,148.9411,132.297
2200,PHISON,ANV0086A1027A,MAXUM-CU,155.26754,0.0
2200,PHISON,ANV0086A1027A,MAXUM-BASE,155.26754,0.0
2200,PHISON,ANV0086A1063A,,0.0,0.0
2200,PHISON,ANV0086A1063A,,0.0,0.0
2200,PHISON,ANV0086A1063A,,0.0,0.0
2200,PHISON,ANV0086A1063A,,0.0,0.0
2200,PHISON,ANV0086A1063A,,0.0,0.0
2200,PHISON,ANV0086A1063A,,0.0,0.0
2200,PHISON,ANV0086A1063A,,0.0,0.0
2200,PHISON,ANV0086A1069A,ICONN-PLUS,249.2967,221.4378
2200,PHISON,ANV0086A1069A,MAXUM-PLUS,160.0667,142.1792
2200,PHISON,ANV0086A1069A,RAPID,187.2014,166.2816
2200,PHISON,ANV0086A1069A,MAXUM-CU,211.76518,0.0
2200,PHISON,ANV0086A1069A,ICONN,236.9883,210.5048
2200,PHISON,ANV0086A1069A,MAXUM-BASE,211.76518,0.0
2200,PHISON,ANV0086A1069A,MAXUM,225.2728,200.0986
2200,PHISON,ANV0086A1065A,RAPID,177.948,158.0623
2200,PHISON,ANV0086A1065A,ICONN-PLUS,249.2967,221.4378
2200,PHISON,ANV0086A1065A,ICONN,236.9883,210.5048
2200,PHISON,ANV0086A1065A,MAXUM-PLUS,149.8088,133.0677
2200,PHISON,ANV0086A1065A,MAXUM,225.2728,200.0986
2200,PHISON,ANV0086A1065A,MAXUM-CU,191.2367833333333,0.0
2200,PHISON,ANV0086A1065A,MAXUM-BASE,191.2367833333333,0.0
2200,PHISON,ANV0086A1105A,ICONN,175.9477,156.2855
2200,PHISON,ANV0086A1105A,MAXUM-CU,216.31878,0.0
2200,PHISON,ANV0086A1105A,MAXUM,214.6611,190.6727
2200,PHISON,ANV0086A1105A,MAXUM-PLUS,204.0744,181.2691
2200,PHISON,ANV0086A1105A,MAXUM-BASE,216.31878,0.0
2200,PHISON,ANV0086A1105A,RAPID,249.2967,221.4378
2200,PHISON,ANV0086A1105A,ICONN-PLUS,237.614,211.0606
2200,PHISON,ANV0086A1071A,MAXUM-CU,223.81926,0.0
2200,PHISON,ANV0086A1071A,MAXUM-PLUS,145.9225,129.6157
2200,PHISON,ANV0086A1071A,MAXUM-BASE,223.81926,0.0
2200,PHISON,ANV0086A1071A,ICONN-PLUS,249.2967,221.4378
