product,process_id,bom_id
000IAVT001,000IA081,IA000026
000SNV149,153XT081,XT153113
000IABW072,000IA143,IA000060
0008WNV366,0008WA109,8W000A01
020YUNI116,020YU002,YU020604
014OLNI032,014OL001,OL014602
020YUNI143,020YU002,YU020604
008YZNI044,008YZ006,YZ008604
020YUNI135,020YU001,YU020603
014OANI058,014OA002,OA014603
008OKNI065,008OK001,OK008601
000IABW108,000IA220,IA000097
000IABW142,000IA317,IA000140
012Y3NI158,012Y3001,Y3012604
000IAVT006,000IA250,IA000118
020YUNI183,020YU002,YU020604
020YUNI181,020YU002,YU020604
008OKNI084,008OK001,OK008601
020YUNI219,020YU002,YU020604
020YUNI228,020YU001,YU020603
014OLNI033,014OL001,OL014602
020YUNI115,020YU002,YU020604
014OANI063,014OA002,OA014603
020YUNI209,020YU002,YU020604
000IABW115,000IA235,IA000114
012Y3NI175,012Y3002,Y3012603
014OANI060,014OA002,OA014603
012Y3NI166,012Y3001,Y3012604
012Y3NI184,012Y3002,Y3012603
000IABW032,000IA033,IA000013
012Y3NI192,012Y3002,Y3012603
020YUNI119,020YU002,YU020604
012Y3NI131,012Y3001,Y3012604
010YKNI052,010YK031,YK010634
020YUNI141,020YU002,YU020604
020YUNI121,020YU002,YU020604
014OLNI044,014OL001,OL014602
0282JHQ034,0282J028,2J028035
020YUNI305,020YU002,YU020604
000IABW144,000IA333,IA000158
020YUNI327,020YU002,YU020604
014OLNI046,014OL001,OL014602
132X2NV170,132X2313,X2132375
014OANI067,014OA002,OA014603
020YUNI343,020YU002,YU020604
008OKNI069,008OK001,OK008601
014OANI069,014OA002,OA014603
012Y3NI204,012Y3002,Y3012603
012Y3NI150,012Y3002,Y3012603
0008WSMT001,0008WSMT001,8W000A01
0008WDAE001,0008WDAE001,8W000A01
0008WDAF001,0008WDAF001,8W000A01
0008WPRT001,0008WPRT001,8W000A01
0008WLAS001,0008WLAS001,8W000A01
0008WPRT005,0008WPRT001,8W000A01
064MRAW028,064MR026,MR064035
020YUNI347,020YU002,YU020604
014OLNI038,014OL001,OL014602
345XTNV086,345XT065,XT345091
020YUNI107,020YU006,YU020611
008OKNI042,008OK001,OK008601
014OANI073,014OA002,OA014603
012Y1NI052,012Y1002,Y1012604
012Y3NI210,012Y3002,Y3012603
014OANI054,014OA002,OA014603
012Y3NI208,012Y3001,Y3012604
000IABW075,000IA149,IA000065
000IABW094,000IA193,IA000090
010YKNI057,010YK030,YK010633
012Y3NI198,012Y3002,Y3012603
020YUNI289,020YU006,YU020611
020YUNI160,020YU006,YU020611
000IAQR039,000IA298,IA000143
000IABW040,000IA085,IA000025
014OLNI027,014OL001,OL014602
