product,process_id,bom_id
000IABW053,000IA114,IA000039
0008WPRT001,0008WPRT001,8W000A01
000IABW072,000IA143,IA000060
000IABW108,000IA220,IA000097
000IABW112,000IA232,IA000112
020YUNI116,020YU002,YU020604
014OLNI032,014OL001,OL014602
020YUNI143,020YU002,YU020604
008YZNI044,008YZ006,YZ008604
020YUNI135,020YU001,YU020603
000IABW045,000IA089,IA000031
012Y1NI055,012Y1002,Y1012604
012Y3NI160,012Y3002,Y3012603
000IABW142,000IA317,IA000140
008OKNI061,008OK001,OK008601
000IAVT006,000IA250,IA000118
010YKNI043,010YK026,YK010631
020YUNI189,020YU002,YU020604
008OKNI079,008OK001,OK008601
020YUNI123,020YU002,YU020604
012Y1NI053,012Y1002,Y1012604
020YUNI168,020YU002,YU020604
020YUNI153,020YU006,YU020611
014OLNI033,014OL001,OL014602
020YUNI115,020YU002,YU020604
020YUNI254,020YU002,YU020604
020YUNI257,020YU002,YU020604
020YUNI174,020YU002,YU020604
020YUNI230,020YU001,YU020603
020YUNI156,020YU006,YU020611
014OLNI031,014OL001,OL014602
008YKNI091,008YK046,YK008646
012Y3NI181,012Y3002,Y3012603
000IABW052,000IA045,IA000018
000IABW123,000IA259,IA000121
000IABW032,000IA033,IA000013
020YUNI201,020YU002,YU020604
0008WNV501,0008WA401,8W000A01
020YUNI289,020YU006,YU020611
014OLNI029,014OL001,OL014602
020YUNI299,020YU002,YU020604
020YUNI121,020YU002,YU020604
008Y6AW034,008Y6089,Y6008089
000IABW020,000IA040,IA000015
008OKNI081,008OK001,OK008601
020YUNI303,020YU002,YU020604
020YUNI146,020YU002,YU020604
020YUNI317,020YU001,YU020603
020YUNI160,020YU006,YU020611
020YUNI325,020YU002,YU020604
0282JHQ034,0282J028,2J028035
012Y3NI194,012Y3002,Y3012603
000IABW094,000IA193,IA000090
012Y3NI199,012Y3001,Y3012604
020YUNI104,020YU006,YU020611
014OANI067,014OA002,OA014603
020YUNI343,020YU002,YU020604
000IABW143,000IA325,IA000122
000IABW015,000IA039,IA000017
020YUNI232,020YU001,YU020603
345XTNV085,345XT064,XT345090
000IABW074,000IA147,IA000064
012Y3NI155,012Y3001,Y3012604
020YUNI345,020YU002,YU020604
012Y3NI150,012Y3002,Y3012603
020YUNI131,020YU001,YU020603
000IACM233ENG,000IAE22ENG,IA000E14
0008WDAE001,0008WDAE001,8W000A01
0008WLAS001,0008WLAS001,8W000A01
0008WLF001,0008WLAS001,8W000A01
0008WSMT001,0008WSMT001,8W000A01
0008WPRT005,0008WPRT001,8W000A01
0008WDAF001,0008WDAF001,8W000A01
048MAAS003,048MA324,MA048125
054NRAB004,054NR004,NR054004
008DRAS009,008DR011,DR008015
064MRAW028,064MR026,MR064035
008YMAW020,008YM112,YM008121
024MAAW066,024MA145,MA024153
060MVBU004,060MV003,MV060003
048TGCM099ENG,048TG295,TG048204
020YUNI024,020YU006,YU020009
024MAVG002,024MA161,MA024168
008YDVG005,008YD103,YD008110
084UCBU006,084UC088,CC084074
012Y3NI206,012Y3001,Y3012604
020YUNI347,020YU002,YU020604
020YUNI284,020YU002,YU020604
008YQAW001,008YQ202,YQ008235
008YKNI097,008YK046,YK008646
012Y3NI122,012Y3001,Y3012604
008Y7NI029,008Y7001,Y7008602
096EIYZ001,096EI023,EI096025
008OKNI042,008OK001,OK008601
345XTNV086,345XT065,XT345091
014OANI061,014OA002,OA014603
012Y1NI051,012Y1002,Y1012604
012DNUK014,012DN020,DN012025
024XJAW020,024XJ052,XJ024052
020YUNI274,020YU002,YU020604
020YUNI214,020YU002,YU020604
008OKNI035,008OK001,OK008601
012Y3NI208,012Y3001,Y3012604
0086ANV164,0086A140,6A008193
000IAXI001,000IA119,IA000038
000IABW040,000IA085,IA000025
020YUNI063,020YU001,YU020603
020YUNI202,020YU002,YU020604
020YUNI130,020YU002,YU020604
012Y3NI157,012Y3001,Y3012604
132X2NV209,132X2364,X2132430
0086ANV217,0086A179,6A008248
008Y7NI035,008Y7001,Y7008602
020YUNI288,020YU006,YU020611
020YUNI282,020YU006,YU020611
020YUNI059,020YU006,YU020611
014OLNI042,014OL001,OL014602
020YUNI170,020YU002,YU020604
0086ANV203,0086A167,6A008233
0086ANV215,0086A177,6A008244
0086ANV216,0086A178,6A008245
0086ANV202,0086A166,6A008232
