OPER, CUST, PRODUCT ID, PACKAGE ID, B/D#, PIN PKG, MODEL, G.UPH, N.UPH
2200,MXIC,000SAW007,SUBMATSAW007,AAW016D53004A,SMT,UTC1000S,0.0000,0.0000
2200,MXIC,000SAW007,SUBMATSAW007,AAW016D53004A,SMT,UTC1000,0.0000,0.0000
2200,MXIC,000SAW007,SUBMATSAW007,AAW016D53004A,SMT,UTC3000,0.0000,0.0000
2200,MXIC,000SAW007,SUBMATSAW007,AAW016D53004A,SMT,UTC2000,92.3769,82.0538
2200,MXIC,000SAW007,SUBMATSAW007,AAW016D53004A,SMT,UTC2000S,0.0000,0.0000
2200,MXIC,000SAW007,SUBMATSAW007,AAW016D53004A,SMT,MAXUM,0.0000,0.0000
2200,MXIC,000SAW007,SUBMATSAW007,AAW016D53004A,SMT,ICONN-PLUS,0.0000,0.0000
2200,MXIC,000SAW007,SUBMATSAW007,AAW016D53004A,SMT,ICONN,0.0000,0.0000
2200,MXIC,000SAW007,SUBMATSAW007,AAW016D53004A,SMT,MAXUM-PLUS,79.2414,70.3862
2200,MXIC,000SAW007,SUBMATSAW007,AAW016D53004A,SMT,MAXUM-BASE,0.0000,0.0000
2200,MXIC,000SAW007,SUBMATSAW007,AAW016D53004A,SMT,MAXUM-CU,0.0000,0.0000
2200,MXIC,000SAW007,SUBMATSAW007,AAW016D53004A,SMT,UTC5000S,107.6208,95.5942
2200,MXIC,000SAW007,SUBMATSAW007,AAW016D53004A,SMT,RAPID,0.0000,0.0000
2200,TRANSCEND,000SEU006,SUBMATSEU006,AEU0086B1003A,SMT,MAXUM-PLUS,0.0000,0.0000
2200,TRANSCEND,000SEU006,SUBMATSEU006,AEU0086B1003A,SMT,MAXUM-CU,0.0000,0.0000
2200,TRANSCEND,000SEU006,SUBMATSEU006,AEU0086B1003A,SMT,ICONN,56.1707,49.8937
2200,TRANSCEND,000SEU006,SUBMATSEU006,AEU0086B1003A,SMT,MAXUM-BASE,0.0000,0.0000
2200,TRANSCEND,000SEU006,SUBMATSEU006,AEU0086B1003A,SMT,ICONN-PLUS,0.0000,0.0000
2200,TRANSCEND,000SEU006,SUBMATSEU006,AEU0086B1003A,SMT,MAXUM,0.0000,0.0000
2200,TRANSCEND,000SEU006,SUBMATSEU006,AEU0086B1003A,SMT,RAPID,0.0000,0.0000
2200,EMC,000SHQ287,SUBMATSHQ287,AHQ0442J3003A,SMT,,0.0000,0.0000
2200,EMC,000SHQ287,SUBMATSHQ287,AHQ0442J3003A,SMT,,0.0000,0.0000
2200,EMC,000SHQ287,SUBMATSHQ287,AHQ0442J3003A,SMT,,0.0000,0.0000
2200,EMC,000SHQ287,SUBMATSHQ287,AHQ0442J3003A,SMT,,0.0000,0.0000
2200,EMC,000SHQ287,SUBMATSHQ287,AHQ0442J3003A,SMT,,0.0000,0.0000
2200,EMC,000SHQ287,SUBMATSHQ287,AHQ0442J3003A,SMT,,0.0000,0.0000
2200,EMC,000SHQ287,SUBMATSHQ287,AHQ0442J3003A,SMT,,0.0000,0.0000
2200,EMC,000SHQ288,SUBMATSHQ288,AHQ0442J3005A,SMT,,0.0000,0.0000
2200,EMC,000SHQ288,SUBMATSHQ288,AHQ0442J3005A,SMT,,0.0000,0.0000
2200,EMC,000SHQ288,SUBMATSHQ288,AHQ0442J3005A,SMT,,0.0000,0.0000
2200,EMC,000SHQ288,SUBMATSHQ288,AHQ0442J3005A,SMT,,0.0000,0.0000
2200,EMC,000SHQ288,SUBMATSHQ288,AHQ0442J3005A,SMT,,0.0000,0.0000
2200,EMC,000SHQ288,SUBMATSHQ288,AHQ0442J3005A,SMT,,0.0000,0.0000
